,Parent Department,Organisation,Unit,Reporting Senior Post,Grade,Payscale Minimum (£),Payscale Maximum (£),Generic Job Title,Number of Posts in FTE,Professional/Occupational Group
11,Department for Work and Pensions,Health and Safety Executive,CCID - 150 WORK ENVIRONMENT RADIATION AND GAS DIV,CCIDERGB101,HEO - Information,27113,32937,HEO - Information,1.0,Policy
12,Department for Work and Pensions,Health and Safety Executive,CCID - 150 WORK ENVIRONMENT RADIATION AND GAS DIV,CCIDERGB101,HEO - Scientific,27113,32937,HEO - Scientific,1.0,Policy
13,Department for Work and Pensions,Health and Safety Executive,CCID - 150 WORK ENVIRONMENT RADIATION AND GAS DIV,CCIDERGB101,SEO - Administration,33638,42073,SEO - Administration,4.0,Policy
14,Department for Work and Pensions,Health and Safety Executive,CCID - 150 WORK ENVIRONMENT RADIATION AND GAS DIV,CCIDERGB101,SEO - Factories,33638,42073,SEO - Factories,5.66,Policy
15,Department for Work and Pensions,Health and Safety Executive,CCID - 150 LONG LATENCY HEALTH RISK DIVISION,CCIDLLHB101,EO - Administration,22187,27288,EO - Administration,2.0,Policy
16,Department for Work and Pensions,Health and Safety Executive,CCID - 150 LONG LATENCY HEALTH RISK DIVISION,CCIDLLHB101,Grade 7 - Administration,45722,54695,Grade 7 - Administration,2.0,Policy
17,Department for Work and Pensions,Health and Safety Executive,CCID - 150 LONG LATENCY HEALTH RISK DIVISION,CCIDLLHB101,Grade 7 - Factories,45722,54695,Grade 7 - Factories,2.0,Policy
18,Department for Work and Pensions,Health and Safety Executive,CCID - 150 LONG LATENCY HEALTH RISK DIVISION,CCIDLLHB101,Grade 7 - Scientific,45722,54695,Grade 7 - Scientific,2.0,Policy
19,Department for Work and Pensions,Health and Safety Executive,CCID - 150 LONG LATENCY HEALTH RISK DIVISION,CCIDLLHB101,HEO - Administration,27113,32937,HEO - Administration,12.88,Policy
20,Department for Work and Pensions,Health and Safety Executive,CCID - 150 LONG LATENCY HEALTH RISK DIVISION,CCIDLLHB101,SEO - Administration,33638,42073,SEO - Administration,7.89,Policy
21,Department for Work and Pensions,Health and Safety Executive,CCID - 150 LONG LATENCY HEALTH RISK DIVISION,CCIDLLHB101,SEO - Factories,33638,42073,SEO - Factories,3.0,Policy
22,Department for Work and Pensions,Health and Safety Executive,CCID - 150 LONG LATENCY HEALTH RISK DIVISION,CCIDLLHB101,SEO - Scientific,33638,42638,SEO - Scientific,4.17,Policy
23,Department for Work and Pensions,Health and Safety Executive,CCID - 150 STRATEGIC INTERVENTIONS DIVISION,CCIDSIDB101,EO - Administration,22187,27288,EO - Administration,3.62,Policy
24,Department for Work and Pensions,Health and Safety Executive,CCID - 150 STRATEGIC INTERVENTIONS DIVISION,CCIDSIDB101,Grade 6 - Administration,56035,66835,Grade 6 - Administration,1.0,Policy
25,Department for Work and Pensions,Health and Safety Executive,CCID - 150 STRATEGIC INTERVENTIONS DIVISION,CCIDSIDB101,Grade 7 - Administration,45722,54695,Grade 7 - Administration,4.0,Policy
26,Department for Work and Pensions,Health and Safety Executive,CCID - 150 STRATEGIC INTERVENTIONS DIVISION,CCIDSIDB101,Grade 7 - Factories,45722,54695,Grade 7 - Factories,0.58,Policy
27,Department for Work and Pensions,Health and Safety Executive,CCID - 150 STRATEGIC INTERVENTIONS DIVISION,CCIDSIDB101,Grade 7 - Scientific,45722,54695,Grade 7 - Scientific,1.83,Policy
28,Department for Work and Pensions,Health and Safety Executive,CCID - 150 STRATEGIC INTERVENTIONS DIVISION,CCIDSIDB101,HEO - Administration,27113,32937,HEO - Administration,12.95,Policy
29,Department for Work and Pensions,Health and Safety Executive,CCID - 150 STRATEGIC INTERVENTIONS DIVISION,CCIDSIDB101,SEO - Administration,33638,42073,SEO - Administration,3.0,Policy
30,Department for Work and Pensions,Health and Safety Executive,CCID - 150 STRATEGIC INTERVENTIONS DIVISION,CCIDSIDB101,SEO - Factories,33638,42073,SEO - Factories,1.0,Policy
31,Department for Work and Pensions,Health and Safety Executive,CCID - 150 STRATEGIC INTERVENTIONS DIVISION,CCIDSIDB101,SEO - Scientific,33638,42638,SEO - Scientific,1.0,Policy
32,Department for Work and Pensions,Health and Safety Executive,CD - 150 CREATIVE DELIVERY SERVICES,CDDIRB101,AO - Administration,17103,19973,AO - Administration,5.55,Communications
33,Department for Work and Pensions,Health and Safety Executive,CD - 150 CREATIVE DELIVERY SERVICES,CDDIRB101,EO - Administration,22187,27288,EO - Administration,8.6,Communications
34,Department for Work and Pensions,Health and Safety Executive,CD - 150 CREATIVE DELIVERY SERVICES,CDDIRB101,Grade 6 - Administration,56035,66835,Grade 6 - Administration,1.0,Communications
35,Department for Work and Pensions,Health and Safety Executive,CD - 150 CREATIVE DELIVERY SERVICES,CDDIRB101,Grade 7 - Administration,45722,54695,Grade 7 - Administration,1.0,Communications
36,Department for Work and Pensions,Health and Safety Executive,CD - 150 CREATIVE DELIVERY SERVICES,CDDIRB101,HEO - Accountant,27868,34969,HEO - Accountant,1.0,Finance
37,Department for Work and Pensions,Health and Safety Executive,CD - 150 CREATIVE DELIVERY SERVICES,CDDIRB101,HEO - Administration,27113,32937,HEO - Administration,5.42,Communications
38,Department for Work and Pensions,Health and Safety Executive,CD - 150 CREATIVE DELIVERY SERVICES,CDDIRB101,HEO - Information,27113,32937,HEO - Information,8.61,Communications
39,Department for Work and Pensions,Health and Safety Executive,CD - 150 CREATIVE DELIVERY SERVICES,CDDIRB101,HEO - Librarian,27113,32937,HEO - Librarian,0.86,Communications
40,Department for Work and Pensions,Health and Safety Executive,CD - 150 CREATIVE DELIVERY SERVICES,CDDIRB101,SEO - Administration,33638,42073,SEO - Administration,3.0,Communications
41,Department for Work and Pensions,Health and Safety Executive,CD - 150 CREATIVE DELIVERY SERVICES,CDDIRB101,SEO - Information,33638,42073,SEO - Information,3.0,Communications
42,Department for Work and Pensions,Health and Safety Executive,CD - 150 CREATIVE DELIVERY SERVICES,CDDIRB101,SEO - Information Technology,35015,43349,SEO - Information Technology,1.0,Communications
43,Department for Work and Pensions,Health and Safety Executive,CD - 150 HEAD OF COMMUNICATIONS,CDDIRB101,EO - Administration,22187,27288,EO - Administration,1.0,Communications
44,Department for Work and Pensions,Health and Safety Executive,CD - 150 INTERNAL COMMUNICATIONS,CDDIRB101,Grade 6 - Administration,56035,66835,Grade 6 - Administration,1.0,Communications
45,Department for Work and Pensions,Health and Safety Executive,CD - 150 INTERNAL COMMUNICATIONS,CDDIRB101,HEO - Information,27113,32937,HEO - Information,1.0,Communications
46,Department for Work and Pensions,Health and Safety Executive,CD - 150 INTERNAL COMMUNICATIONS,CDDIRB101,SEO - Information,33638,42073,SEO - Information,1.0,Communications
47,Department for Work and Pensions,Health and Safety Executive,CD - 150 PR AND MEDIA,CDDIRB101,Grade 7 - Information,45722,54695,Grade 7 - Information,1.0,Communications
48,Department for Work and Pensions,Health and Safety Executive,CD - 150 PR AND MEDIA,CDDIRB101,HEO - Administration,27113,32937,HEO - Administration,2.0,Communications
49,Department for Work and Pensions,Health and Safety Executive,CD - 150 PR AND MEDIA,CDDIRB101,SEO - Administration,33638,42073,SEO - Administration,2.0,Communications
50,Department for Work and Pensions,Health and Safety Executive,CD - 150 PR AND MEDIA,CDDIRB101,SEO - Information,33638,42073,SEO - Information,2.0,Communications
51,Department for Work and Pensions,Health and Safety Executive,CD - 150 STRATEGIC COMMUNICATIONS,CDDIRB101,Grade 7 - Administration,45722,54695,Grade 7 - Administration,1.0,Communications
52,Department for Work and Pensions,Health and Safety Executive,CD - 150 STRATEGIC COMMUNICATIONS,CDDIRB101,SEO - Administration,33638,42073,SEO - Administration,2.0,Communications
53,Department for Work and Pensions,Health and Safety Executive,CEO - CHIEF EXEC OFFICE,CEOCEB301,EO - Administration,22187,27288,EO - Administration,2.0,Operational Delivery
54,Department for Work and Pensions,Health and Safety Executive,CEO - CHIEF EXEC OFFICE,CEOCEB301,SEO - Factories,33638,42073,SEO - Factories,1.0,Operational Delivery
55,Department for Work and Pensions,Health and Safety Executive,CEO - PARLIAMENTARY AND SECRETARIAT UNIT,CEOCEB301,AO - Administration,17103,19973,AO - Administration,1.0,Law
56,Department for Work and Pensions,Health and Safety Executive,CEO - PARLIAMENTARY AND SECRETARIAT UNIT,CEOCEB301,EO - Administration,22187,27288,EO - Administration,1.0,Law
57,Department for Work and Pensions,Health and Safety Executive,CEO - PARLIAMENTARY AND SECRETARIAT UNIT,CEOCEB301,Grade 6 - Administration,56035,66835,Grade 6 - Administration,1.0,Law
58,Department for Work and Pensions,Health and Safety Executive,CEO - PARLIAMENTARY AND SECRETARIAT UNIT,CEOCEB301,Grade 7 - Administration,45722,54695,Grade 7 - Administration,2.0,Law
59,Department for Work and Pensions,Health and Safety Executive,CEO - PARLIAMENTARY AND SECRETARIAT UNIT,CEOCEB301,HEO - Administration,27113,32937,HEO - Administration,1.0,Law
60,Department for Work and Pensions,Health and Safety Executive,CEO - PARLIAMENTARY AND SECRETARIAT UNIT,CEOCEB301,SEO - Administration,33638,42073,SEO - Administration,1.0,Law
61,Department for Work and Pensions,Health and Safety Executive,CRD - 150 BIOCIDES PESTICIDES & ENVIRONMENT,CSEAHODB201,EO - Scientific,22187,27288,EO - Scientific,12.07,Science and Engineering
62,Department for Work and Pensions,Health and Safety Executive,CRD - 150 BIOCIDES PESTICIDES & ENVIRONMENT,CSEAHODB201,Grade 6 - Factories,56035,66835,Grade 6 - Factories,1.0,Science and Engineering
63,Department for Work and Pensions,Health and Safety Executive,CRD - 150 BIOCIDES PESTICIDES & ENVIRONMENT,CSEAHODB201,Grade 7 - Scientific,45722,54695,Grade 7 - Scientific,4.0,Science and Engineering
64,Department for Work and Pensions,Health and Safety Executive,CRD - 150 BIOCIDES PESTICIDES & ENVIRONMENT,CSEAHODB201,HEO - Scientific,27113,32937,HEO - Scientific,44.48,Science and Engineering
65,Department for Work and Pensions,Health and Safety Executive,CRD - 150 BIOCIDES PESTICIDES & ENVIRONMENT,CSEAHODB201,SEO - Scientific,33638,42638,SEO - Scientific,19.25,Science and Engineering
66,Department for Work and Pensions,Health and Safety Executive,CRD - 150 CHEMICAL SCHEMES & HUMAN HEALTH,CSEAHODB201,EO - Scientific,22187,27288,EO - Scientific,8.0,Science and Engineering
67,Department for Work and Pensions,Health and Safety Executive,CRD - 150 CHEMICAL SCHEMES & HUMAN HEALTH,CSEAHODB201,Grade 6 - Scientific,56035,66835,Grade 6 - Scientific,1.0,Science and Engineering
68,Department for Work and Pensions,Health and Safety Executive,CRD - 150 CHEMICAL SCHEMES & HUMAN HEALTH,CSEAHODB201,Grade 7 - Economist,45722,54695,Grade 7 - Economist,1.0,Economics
69,Department for Work and Pensions,Health and Safety Executive,CRD - 150 CHEMICAL SCHEMES & HUMAN HEALTH,CSEAHODB201,Grade 7 - Scientific,45722,54695,Grade 7 - Scientific,3.0,Science and Engineering
70,Department for Work and Pensions,Health and Safety Executive,CRD - 150 CHEMICAL SCHEMES & HUMAN HEALTH,CSEAHODB201,Grade 7 - Spec Occ Hygienist,45722,54695,Grade 7 - Spec Occ Hygienist,1.0,Science and Engineering
71,Department for Work and Pensions,Health and Safety Executive,CRD - 150 CHEMICAL SCHEMES & HUMAN HEALTH,CSEAHODB201,HEO - Economist,27113,32937,HEO - Economist,1.0,Economics
72,Department for Work and Pensions,Health and Safety Executive,CRD - 150 CHEMICAL SCHEMES & HUMAN HEALTH,CSEAHODB201,HEO - Scientific,27113,32937,HEO - Scientific,21.32,Science and Engineering
73,Department for Work and Pensions,Health and Safety Executive,CRD - 150 CHEMICAL SCHEMES & HUMAN HEALTH,CSEAHODB201,SEO - Scientific,33638,42638,SEO - Scientific,14.34,Science and Engineering
74,Department for Work and Pensions,Health and Safety Executive,CRD - 150 PLANNING & RESOURCES,CSEAHODB201,AO - Administration,17103,19973,AO - Administration,22.62,Operational Delivery
75,Department for Work and Pensions,Health and Safety Executive,CRD - 150 PLANNING & RESOURCES,CSEAHODB201,AO - PSD Info Technology,19548,22872,AO - PSD Info Technology,2.67,Operational Delivery
76,Department for Work and Pensions,Health and Safety Executive,CRD - 150 PLANNING & RESOURCES,CSEAHODB201,EO - Administration,22187,27288,EO - Administration,7.65,Operational Delivery
77,Department for Work and Pensions,Health and Safety Executive,CRD - 150 PLANNING & RESOURCES,CSEAHODB201,EO - PSD Info Technology,26453,31619,EO - PSD Info Technology,2.0,Operational Delivery
78,Department for Work and Pensions,Health and Safety Executive,CRD - 150 PLANNING & RESOURCES,CSEAHODB201,EO - Scientific,22187,27288,EO - Scientific,2.0,Science and Engineering
79,Department for Work and Pensions,Health and Safety Executive,CRD - 150 PLANNING & RESOURCES,CSEAHODB201,Grade 6 - Administration,56035,66835,Grade 6 - Administration,1.0,Operational Delivery
80,Department for Work and Pensions,Health and Safety Executive,CRD - 150 PLANNING & RESOURCES,CSEAHODB201,Grade 7 - Administration,45722,54695,Grade 7 - Administration,2.0,Operational Delivery
81,Department for Work and Pensions,Health and Safety Executive,CRD - 150 PLANNING & RESOURCES,CSEAHODB201,Grade 7 - Information Technology,45722,54695,Grade 7 - Information Technology,1.0,Operational Delivery
82,Department for Work and Pensions,Health and Safety Executive,CRD - 150 PLANNING & RESOURCES,CSEAHODB201,Grade 7 - Scientific,45722,54695,Grade 7 - Scientific,1.0,Science and Engineering
83,Department for Work and Pensions,Health and Safety Executive,CRD - 150 PLANNING & RESOURCES,CSEAHODB201,HEO - Administration,27113,32937,HEO - Administration,3.0,Operational Delivery
84,Department for Work and Pensions,Health and Safety Executive,CRD - 150 PLANNING & RESOURCES,CSEAHODB201,HEO - Information Technology,29050,36078,HEO - Information Technology,3.0,Operational Delivery
85,Department for Work and Pensions,Health and Safety Executive,CRD - 150 PLANNING & RESOURCES,CSEAHODB201,HEO - Scientific,27113,32937,HEO - Scientific,2.47,Science and Engineering
86,Department for Work and Pensions,Health and Safety Executive,CRD - 150 PLANNING & RESOURCES,CSEAHODB201,SEO - Information Technology,35015,43349,SEO - Information Technology,1.0,Operational Delivery
87,Department for Work and Pensions,Health and Safety Executive,CRD - 150 PLANNING & RESOURCES,CSEAHODB201,SEO - Scientific,33638,42638,SEO - Scientific,1.0,Science and Engineering
88,Department for Work and Pensions,Health and Safety Executive,CRD - 150 REGULATORY POLICY,CSEAHODB201,AO - Administration,17103,19973,AO - Administration,5.0,Operational Delivery
89,Department for Work and Pensions,Health and Safety Executive,CRD - 150 REGULATORY POLICY,CSEAHODB201,EO - Administration,22187,27288,EO - Administration,4.81,Operational Delivery
90,Department for Work and Pensions,Health and Safety Executive,CRD - 150 REGULATORY POLICY,CSEAHODB201,EO - Scientific,22187,27288,EO - Scientific,0.49,Science and Engineering
91,Department for Work and Pensions,Health and Safety Executive,CRD - 150 REGULATORY POLICY,CSEAHODB201,Grade 6 - Scientific,56035,66835,Grade 6 - Scientific,1.0,Science and Engineering
92,Department for Work and Pensions,Health and Safety Executive,CRD - 150 REGULATORY POLICY,CSEAHODB201,Grade 7 - Administration,45722,54695,Grade 7 - Administration,1.54,Operational Delivery
93,Department for Work and Pensions,Health and Safety Executive,CRD - 150 REGULATORY POLICY,CSEAHODB201,Grade 7 - Scientific,45722,54695,Grade 7 - Scientific,1.0,Science and Engineering
94,Department for Work and Pensions,Health and Safety Executive,CRD - 150 REGULATORY POLICY,CSEAHODB201,HEO - Administration,27113,32937,HEO - Administration,7.86,Operational Delivery
95,Department for Work and Pensions,Health and Safety Executive,CRD - 150 REGULATORY POLICY,CSEAHODB201,HEO - Scientific,27113,32937,HEO - Scientific,2.62,Science and Engineering
96,Department for Work and Pensions,Health and Safety Executive,CRD - 150 REGULATORY POLICY,CSEAHODB201,SEO - Administration,33638,42073,SEO - Administration,2.0,Operational Delivery
97,Department for Work and Pensions,Health and Safety Executive,CRD - 150 REGULATORY POLICY,CSEAHODB201,SEO - Scientific,33638,42638,SEO - Scientific,3.68,Science and Engineering
98,Department for Work and Pensions,Health and Safety Executive,CSEAD - 150 ANALYTICAL SERVICES AND RISK POLICY,CSEAHODB201,AO - Administration,17103,19973,AO - Administration,3.95,Statisticians
99,Department for Work and Pensions,Health and Safety Executive,CSEAD - 150 ANALYTICAL SERVICES AND RISK POLICY,CSEAHODB201,EO - Administration,22187,27288,EO - Administration,4.52,Statisticians
100,Department for Work and Pensions,Health and Safety Executive,CSEAD - 150 ANALYTICAL SERVICES AND RISK POLICY,CSEAHODB201,Grade 6 - Economist,56035,66835,Grade 6 - Economist,0.8,Economics
101,Department for Work and Pensions,Health and Safety Executive,CSEAD - 150 ANALYTICAL SERVICES AND RISK POLICY,CSEAHODB201,Grade 6 - Statistician,56035,66835,Grade 6 - Statistician,1.0,Statisticians
102,Department for Work and Pensions,Health and Safety Executive,CSEAD - 150 ANALYTICAL SERVICES AND RISK POLICY,CSEAHODB201,Grade 7 - Economist,45722,54695,Grade 7 - Economist,3.0,Economics
103,Department for Work and Pensions,Health and Safety Executive,CSEAD - 150 ANALYTICAL SERVICES AND RISK POLICY,CSEAHODB201,Grade 7 - Psychologist,45722,54695,Grade 7 - Psychologist,0.41,Psychology
104,Department for Work and Pensions,Health and Safety Executive,CSEAD - 150 ANALYTICAL SERVICES AND RISK POLICY,CSEAHODB201,Grade 7 - Social Research Scientist,45722,54695,Grade 7 - Social Research Scientist,1.71,Social Research
105,Department for Work and Pensions,Health and Safety Executive,CSEAD - 150 ANALYTICAL SERVICES AND RISK POLICY,CSEAHODB201,Grade 7 - Statistician,45722,54695,Grade 7 - Statistician,7.57,Statisticians
106,Department for Work and Pensions,Health and Safety Executive,CSEAD - 150 ANALYTICAL SERVICES AND RISK POLICY,CSEAHODB201,HEO - Administration,27113,32937,HEO - Administration,3.54,Statisticians
107,Department for Work and Pensions,Health and Safety Executive,CSEAD - 150 ANALYTICAL SERVICES AND RISK POLICY,CSEAHODB201,HEO - Economist,27113,32937,HEO - Economist,2.0,Economics
108,Department for Work and Pensions,Health and Safety Executive,CSEAD - 150 ANALYTICAL SERVICES AND RISK POLICY,CSEAHODB201,HEO - Social Research Scientist,27113,32937,HEO - Social Research Scientist,1.0,Social Research
109,Department for Work and Pensions,Health and Safety Executive,CSEAD - 150 ANALYTICAL SERVICES AND RISK POLICY,CSEAHODB201,HEO - Statistician,27113,32937,HEO - Statistician,1.7,Statisticians
110,Department for Work and Pensions,Health and Safety Executive,CSEAD - 150 ANALYTICAL SERVICES AND RISK POLICY,CSEAHODB201,SEO - Administration,33638,42073,SEO - Administration,2.0,Statisticians
111,Department for Work and Pensions,Health and Safety Executive,CSEAD - 150 ANALYTICAL SERVICES AND RISK POLICY,CSEAHODB201,SEO - Psychologist,33638,42638,SEO - Psychologist,1.0,Psychology
112,Department for Work and Pensions,Health and Safety Executive,CSEAD - 150 ANALYTICAL SERVICES AND RISK POLICY,CSEAHODB201,SEO - Social Research Scientist,33638,42638,SEO - Social Research Scientist,1.0,Social Research
113,Department for Work and Pensions,Health and Safety Executive,CSEAD - 150 ANALYTICAL SERVICES AND RISK POLICY,CSEAHODB201,SEO - Statistician,33638,42638,SEO - Statistician,1.78,Statisticians
114,Department for Work and Pensions,Health and Safety Executive,CSEAD - 150 CSD 5 CORPORATE MEDICAL UNIT,CSEAHODB201,AO - Administration,17103,19973,AO - Administration,3.0,Science and Engineering
115,Department for Work and Pensions,Health and Safety Executive,CSEAD - 150 CSD 5 CORPORATE MEDICAL UNIT,CSEAHODB201,EO - Administration,22187,27288,EO - Administration,1.0,Science and Engineering
116,Department for Work and Pensions,Health and Safety Executive,CSEAD - 150 CSD 5 CORPORATE MEDICAL UNIT,CSEAHODB201,Grade 6 - Administration,56035,66835,Grade 6 - Administration,1.0,Science and Engineering
117,Department for Work and Pensions,Health and Safety Executive,CSEAD - 150 CSD 5 CORPORATE MEDICAL UNIT,CSEAHODB201,Grade 6 - Med Insp MFOM,70569,77565,Grade 6 - Med Insp MFOM,1.0,Medicine
118,Department for Work and Pensions,Health and Safety Executive,CSEAD - 150 CSD 5 CORPORATE MEDICAL UNIT,CSEAHODB201,Grade 6 - Scientific,56035,66835,Grade 6 - Scientific,1.0,Science and Engineering
119,Department for Work and Pensions,Health and Safety Executive,CSEAD - 150 CSD 5 CORPORATE MEDICAL UNIT,CSEAHODB201,Grade 7 - Med Insp MFOM,67367,76626,Grade 7 - Med Insp MFOM,1.26,Medicine
120,Department for Work and Pensions,Health and Safety Executive,CSEAD - 150 CSD 5 CORPORATE MEDICAL UNIT,CSEAHODB201,Grade 7 - Scientific,45722,54695,Grade 7 - Scientific,1.0,Science and Engineering
121,Department for Work and Pensions,Health and Safety Executive,CSEAD - 150 CSD 5 CORPORATE MEDICAL UNIT,CSEAHODB201,HEO - Administration,27113,32937,HEO - Administration,0.59,Science and Engineering
122,Department for Work and Pensions,Health and Safety Executive,CSEAD - 150 CSD 5 CORPORATE MEDICAL UNIT,CSEAHODB201,SEO - Scientific,33638,42638,SEO - Scientific,3.0,Science and Engineering
123,Department for Work and Pensions,Health and Safety Executive,CSEAD - 150 CSEAD DIRECTORS OFFICE,CSEAHODB201,EO - Administration,22187,27288,EO - Administration,1.0,Operational Delivery
124,Department for Work and Pensions,Health and Safety Executive,CSEAD - 150 SCIENCE AND TECHNOLOGY STRATEGY DIVISION,CSEAHODB201,AO - Administration,17103,19973,AO - Administration,1.95,Science and Engineering
125,Department for Work and Pensions,Health and Safety Executive,CSEAD - 150 SCIENCE AND TECHNOLOGY STRATEGY DIVISION,CSEAHODB201,EO - Administration,22187,27288,EO - Administration,2.0,Science and Engineering
126,Department for Work and Pensions,Health and Safety Executive,CSEAD - 150 SCIENCE AND TECHNOLOGY STRATEGY DIVISION,CSEAHODB201,Grade 6 - Librarian,56035,66835,Grade 6 - Librarian,1.0,Science and Engineering
127,Department for Work and Pensions,Health and Safety Executive,CSEAD - 150 SCIENCE AND TECHNOLOGY STRATEGY DIVISION,CSEAHODB201,Grade 6 - Spec Occ Hygienist,56035,66835,Grade 6 - Spec Occ Hygienist,1.0,Science and Engineering
128,Department for Work and Pensions,Health and Safety Executive,CSEAD - 150 SCIENCE AND TECHNOLOGY STRATEGY DIVISION,CSEAHODB201,Grade 7 - Agriculture,45722,54695,Grade 7 - Agriculture,1.0,Science and Engineering
129,Department for Work and Pensions,Health and Safety Executive,CSEAD - 150 SCIENCE AND TECHNOLOGY STRATEGY DIVISION,CSEAHODB201,Grade 7 - Professional/Technical,45722,54695,Grade 7 - Professional/Technical,1.0,Science and Engineering
130,Department for Work and Pensions,Health and Safety Executive,CSEAD - 150 SCIENCE AND TECHNOLOGY STRATEGY DIVISION,CSEAHODB201,Grade 7 - Scientific,45722,54695,Grade 7 - Scientific,2.5,Science and Engineering
131,Department for Work and Pensions,Health and Safety Executive,CSEAD - 150 SCIENCE AND TECHNOLOGY STRATEGY DIVISION,CSEAHODB201,Grade 7 - Spec Mechanical Engineer,51572,59089,Grade 7 - Spec Mechanical Engineer,0.68,Science and Engineering
132,Department for Work and Pensions,Health and Safety Executive,CSEAD - 150 SCIENCE AND TECHNOLOGY STRATEGY DIVISION,CSEAHODB201,HEO - Administration,27113,32937,HEO - Administration,2.61,Science and Engineering
133,Department for Work and Pensions,Health and Safety Executive,CSEAD - 150 SCIENCE AND TECHNOLOGY STRATEGY DIVISION,CSEAHODB201,SEO - Administration,33638,42073,SEO - Administration,2.0,Science and Engineering
134,Department for Work and Pensions,Health and Safety Executive,CSEAD - 150 SCIENCE AND TECHNOLOGY STRATEGY DIVISION,CSEAHODB201,SEO - Scientific,33638,42638,SEO - Scientific,5.47,Science and Engineering
135,Department for Work and Pensions,Health and Safety Executive,DCEO - 150 BSDB,DCEBSDB101,AO - Administration,17103,19973,AO - Administration,9.22,Knowledge and Information Management (KIM)
136,Department for Work and Pensions,Health and Safety Executive,DCEO - 150 BSDB,DCEBSDB101,AO - Typing/Secretarial,17103,19973,AO - Typing/Secretarial,6.04,Knowledge and Information Management (KIM)
137,Department for Work and Pensions,Health and Safety Executive,DCEO - 150 BSDB,DCEBSDB101,EO - Administration,22187,27288,EO - Administration,1.86,Finance
138,Department for Work and Pensions,Health and Safety Executive,DCEO - 150 BSDB,DCEBSDB101,EO - Administration,22187,27288,EO - Administration,18.98,Knowledge and Information Management (KIM)
139,Department for Work and Pensions,Health and Safety Executive,DCEO - 150 BSDB,DCEBSDB101,EO - Librarian,22187,27288,EO - Librarian,2.68,Knowledge and Information Management (KIM)
140,Department for Work and Pensions,Health and Safety Executive,DCEO - 150 BSDB,DCEBSDB101,EO - Typing/Secretarial,22187,27288,EO - Typing/Secretarial,1.0,Knowledge and Information Management (KIM)
141,Department for Work and Pensions,Health and Safety Executive,DCEO - 150 BSDB,DCEBSDB101,Grade 7 - Administration,45722,54695,Grade 7 - Administration,1.0,Knowledge and Information Management (KIM)
142,Department for Work and Pensions,Health and Safety Executive,DCEO - 150 BSDB,DCEBSDB101,Grade 7 - Scientific,45722,54695,Grade 7 - Scientific,1.0,Knowledge and Information Management (KIM)
143,Department for Work and Pensions,Health and Safety Executive,DCEO - 150 BSDB,DCEBSDB101,HEO - Administration,27113,32937,HEO - Administration,0.93,Finance
144,Department for Work and Pensions,Health and Safety Executive,DCEO - 150 BSDB,DCEBSDB101,HEO - Administration,27113,32937,HEO - Administration,6.0,Knowledge and Information Management (KIM)
145,Department for Work and Pensions,Health and Safety Executive,DCEO - 150 BSDB,DCEBSDB101,HEO - Information Technology,29050,36078,HEO - Information Technology,1.0,Information Technology
