,Parent Department,Organisation,Unit,Reporting Senior Post,Grade,Payscale Minimum (£),Payscale Maximum (£),Generic Job Title,Number of Posts in FTE,Professional/Occupational Group
40,Department of Health,Monitor,Provider Regulation Directorate,25,3.0,35000,74095,Managers & functional specialists,12.0,Operational Delivery
41,Department of Health,Monitor,Provider Regulation Directorate,26,2.0,68000,116725,Senior managers & lead functional specialist,4.1,Operational Delivery
42,Department of Health,Monitor,Provider Regulation Directorate,26,3.0,35000,74095,Managers & functional specialists,8.0,Operational Delivery
43,Department of Health,Monitor,Provider Regulation Directorate,27,2.0,68000,116725,Senior managers & lead functional specialist,4.0,Operational Delivery
44,Department of Health,Monitor,Provider Regulation Directorate,27,3.0,35000,74095,Managers & functional specialists,14.0,Operational Delivery
45,Department of Health,Monitor,Provider Regulation Directorate,28,2.0,68000,116725,Senior managers & lead functional specialist,5.0,Operational Delivery
46,Department of Health,Monitor,Provider Regulation Directorate,28,3.0,35000,74095,Managers & functional specialists,13.0,Operational Delivery
47,Department of Health,Monitor,Provider Regulation Directorate,29,2.0,68000,116725,Senior managers & lead functional specialist,2.0,Operational Delivery
48,Department of Health,Monitor,Provider Regulation Directorate,29,3.0,35000,74095,Managers & functional specialists,2.0,Operational Delivery
49,Department of Health,Monitor,Provider Regulation Directorate,30,2.0,68000,116725,Senior managers & lead functional specialist,2.0,Operational Delivery
50,Department of Health,Monitor,Provider Regulation Directorate,30,3.0,35000,74095,Managers & functional specialists,2.0,Operational Delivery
51,Department of Health,Monitor,Sector Development Directorate,33,2.0,68000,116725,Senior managers & lead functional specialist,3.0,Policy
52,Department of Health,Monitor,Sector Development Directorate,33,3.0,35000,74095,Managers & functional specialists,15.6,Policy
53,Department of Health,Monitor,Sector Development Directorate,34,2.0,68000,116725,Senior managers & lead functional specialist,3.0,Policy
54,Department of Health,Monitor,Sector Development Directorate,34,3.0,35000,74095,Managers & functional specialists,18.0,Policy
55,Department of Health,Monitor,Sector Development Directorate,35,2.0,68000,116725,Senior managers & lead functional specialist,2.0,Policy
56,Department of Health,Monitor,Sector Development Directorate,35,3.0,35000,74095,Managers & functional specialists,6.0,Policy
57,Department of Health,Monitor,Co-operation and Competition,36,2.0,68000,116725,Senior managers & lead functional specialist,3.8,Economics
58,Department of Health,Monitor,Co-operation and Competition,36,3.0,35000,74095,Managers & functional specialists,3.0,Economics
59,Department of Health,Monitor,Co-operation and Competition,36,4.0,19000,37550,Business support staff,5.0,Economics
60,Department of Health,Monitor,Co-operation and Competition,37,3.0,35000,74095,Managers & functional specialists,3.0,Policy
61,Department of Health,Monitor,Co-operation and Competition,37,4.0,19000,37550,Business support staff,1.0,Policy
62,Department of Health,Monitor,Sector Development Directorate,38,2.0,68000,116725,Senior managers & lead functional specialist,1.0,Policy
63,Department of Health,Monitor,Sector Development Directorate,38,3.0,35000,74095,Managers & functional specialists,2.0,Policy
64,Department of Health,Monitor,Sector Development Directorate,38,4.0,19000,37550,Business support staff,0.8,Policy
65,Department of Health,Monitor,Sector Development Directorate,39,2.0,68000,116725,Senior managers & lead functional specialist,4.0,Policy
66,Department of Health,Monitor,Sector Development Directorate,39,3.0,35000,74095,Managers & functional specialists,1.0,Policy
67,Department of Health,Monitor,Sector Development Directorate,40,2.0,68000,116725,Senior managers & lead functional specialist,2.0,Policy
68,Department of Health,Monitor,Sector Development Directorate,40,3.0,35000,74095,Managers & functional specialists,1.0,Policy
69,Department of Health,Monitor,Sector Development Directorate,40,4.0,19000,37550,Business support staff,1.0,Policy
70,Department of Health,Monitor,Sector Development Directorate,41,2.0,68000,116725,Senior managers & lead functional specialist,1.8,Policy
71,Department of Health,Monitor,Sector Development Directorate,41,3.0,35000,74095,Managers & functional specialists,4.0,Policy
72,Department of Health,Monitor,Sector Development Directorate,41,4.0,19000,37550,Business support staff,2.0,Policy
73,Department of Health,Monitor,Sector Development Directorate,42,2.0,68000,116725,Senior managers & lead functional specialist,4.0,Economics
74,Department of Health,Monitor,Sector Development Directorate,42,3.0,35000,74095,Managers & functional specialists,2.0,Economics
75,Department of Health,Monitor,Sector Development Directorate,42,4.0,19000,37550,Business support staff,1.0,Economics
76,Department of Health,Monitor,Sector Development Directorate,43,2.0,68000,116725,Senior managers & lead functional specialist,3.0,Economics
77,Department of Health,Monitor,Sector Development Directorate,43,4.0,19000,37550,Business support staff,4.0,Economics
78,Department of Health,Monitor,Sector Development Directorate,44,2.0,68000,116725,Senior managers & lead functional specialist,2.0,Economics
79,Department of Health,Monitor,Sector Development Directorate,44,4.0,19000,37550,Business support staff,2.0,Economics
80,Department of Health,Monitor,Sector Development Directorate,45,2.0,68000,116725,Senior managers & lead functional specialist,2.0,Economics
81,Department of Health,Monitor,Sector Development Directorate,45,3.0,35000,74095,Managers & functional specialists,6.0,Economics
82,Department of Health,Monitor,Sector Development Directorate,45,4.0,19000,37550,Business support staff,2.0,Economics
83,Department of Health,Monitor,Sector Development Directorate,46,2.0,68000,116725,Senior managers & lead functional specialist,2.0,Economics
84,Department of Health,Monitor,Sector Development Directorate,46,3.0,35000,74095,Managers & functional specialists,6.0,Economics
85,Department of Health,Monitor,Sector Development Directorate,46,4.0,19000,37550,Business support staff,1.0,Economics
86,Department of Health,Monitor,Patient & Clinical Engagement,48,2.0,68000,116725,Senior managers & lead functional specialist,3.4,Operational Delivery
87,Department of Health,Monitor,Legal Services Directorate,5,2.0,68000,116725,Senior managers & lead functional specialist,1.0,Law
88,Department of Health,Monitor,Legal Services Directorate,5,3.0,35000,74095,Managers & functional specialists,2.0,Law
89,Department of Health,Monitor,Legal Services Directorate,49,3.0,35000,74095,Managers & functional specialists,5.9,Law
90,Department of Health,Monitor,Legal Services Directorate,50,3.0,35000,74095,Managers & functional specialists,4.0,Law
91,Department of Health,Monitor,Legal Services Directorate,51,3.0,35000,74095,Managers & functional specialists,4.0,Law
92,Department of Health,Monitor,Legal Services Directorate,52,3.0,35000,74095,Managers & functional specialists,4.0,Law
93,Department of Health,Monitor,Strategic Communications ,53,3.0,35000,74095,Managers & functional specialists,4.0,Communications
94,Department of Health,Monitor,Strategic Communications ,53,4.0,19000,37550,Business support staff,2.0,Communications
95,Department of Health,Monitor,Organisation Transformation,54,2.0,68000,116725,Senior managers & lead functional specialist,1.0,Human Resources
96,Department of Health,Monitor,Organisation Transformation,54,3.0,35000,74095,Managers & functional specialists,6.4,Human Resources
97,Department of Health,Monitor,Organisation Transformation,54,4.0,19000,37550,Business support staff,4.0,Human Resources
98,Department of Health,Monitor,Organisation Transformation,54,3.0,35000,74095,Managers & functional specialists,2.0,Property and asset management
99,Department of Health,Monitor,Organisation Transformation,54,4.0,19000,37550,Business support staff,4.0,Property and asset management
100,Department of Health,Monitor,Sector Development Directorate,55,2.0,68000,116725,Senior managers & lead functional specialist,2.0,Knowledge and Information Management (KIM)
101,Department of Health,Monitor,Sector Development Directorate,55,3.0,35000,74095,Managers & functional specialists,33.0,Knowledge and Information Management (KIM)
102,Department of Health,Monitor,Sector Development Directorate,55,4.0,19000,37550,Business support staff,5.0,Knowledge and Information Management (KIM)
103,Department of Health,Monitor,Provider Regulation Directorate,56,2.0,68000,116725,Senior managers & lead functional specialist,4.92,Finance
104,Department of Health,Monitor,Provider Regulation Directorate,56,3.0,35000,74095,Managers & functional specialists,11.0,Finance
105,Department of Health,Monitor,Provider Regulation Directorate,56,4.0,19000,37550,Business support staff,4.0,Finance
106,Department of Health,Monitor,Provider Regulation Directorate,56,4.0,19000,37550,Business support staff,1.0,Operational Delivery
107,Department of Health,Monitor,Provider Regulation Directorate,56,2.0,68000,116725,Senior managers & lead functional specialist,1.0,Procurement
108,Department of Health,Monitor,Provider Regulation Directorate,56,3.0,35000,74095,Managers & functional specialists,1.0,Procurement
109,Department of Health,Monitor,Provider Regulation Directorate,56,4.0,19000,37550,Business support staff,2.0,Procurement
110,Department of Health,Monitor,Provider Regulation Directorate,57,2.0,68000,116725,Senior managers & lead functional specialist,1.0,Operational Delivery
111,Department of Health,Monitor,Provider Regulation Directorate,57,3.0,35000,74095,Managers & functional specialists,2.0,Operational Delivery
112,Department of Health,Monitor,Provider Regulation Directorate,58,3.0,35000,74095,Managers & functional specialists,2.0,Knowledge and Information Management (KIM)
