,Parent Department,Organisation,Unit,Reporting Senior Post,Grade,Payscale Minimum (£),Payscale Maximum (£),Generic Job Title,Number of Posts in FTE,Professional/Occupational Group
44,Department for Business Innovation and Skills,Medical Research Council ,MRC Clinical Sciences Centre (CSC),1038961, BAND 1 ,70000,90000,Scientist - Band 1,3.0,Science and Engineering
45,Department for Business Innovation and Skills,Medical Research Council ,MRC Clinical Sciences Centre (CSC),1038961, BAND 2 ,45000,70000,Scientist - Band 2,7.4,Science and Engineering
46,Department for Business Innovation and Skills,Medical Research Council ,MRC Clinical Sciences Centre (CSC),1038961, BAND 3 ,35000,45000,Scientist - Band 3,23.72,Science and Engineering
47,Department for Business Innovation and Skills,Medical Research Council ,MRC Clinical Sciences Centre (CSC),1038961, BAND 4 ,25000,35000,Scientist - Band 4,63.61,Science and Engineering
48,Department for Business Innovation and Skills,Medical Research Council ,MRC Clinical Sciences Centre (CSC),1038961, BAND 5 ,20000,30000,Scientist - Band 5,28.36,Science and Engineering
49,Department for Business Innovation and Skills,Medical Research Council ,MRC Clinical Sciences Centre (CSC),1038961, BAND 6 ,15000,20000,Scientist - Band 6,7.0,Science and Engineering
50,Department for Business Innovation and Skills,Medical Research Council ,MRC Clinical Sciences Centre (CSC),1038961, BAND 7 ,10000,15000,Scientist - Band 7,0.69,Science and Engineering
51,Department for Business Innovation and Skills,Medical Research Council ,MRC (UK) The Gambia,1039259, BAND 1 ,70000,90000,Operations - Senior Manager - Band 1,1.0,Operational Delivery
52,Department for Business Innovation and Skills,Medical Research Council ,MRC (UK) The Gambia,1039259, BAND 3 ,35000,45000,Operations - Senior Manager - Band 3,2.0,Operational Delivery
53,Department for Business Innovation and Skills,Medical Research Council ,MRC (UK) The Gambia,1039259, BAND 2 ,45000,70000,Scientist - Band 2,6.0,Science and Engineering
54,Department for Business Innovation and Skills,Medical Research Council ,MRC (UK) The Gambia,1039259, BAND 3 ,35000,45000,Scientist - Band 3,7.0,Science and Engineering
55,Department for Business Innovation and Skills,Medical Research Council ,MRC (UK) The Gambia,1039259, BAND 4 ,25000,35000,Scientist - Band 4,13.0,Science and Engineering
56,Department for Business Innovation and Skills,Medical Research Council ,MRC Collaborative Centre for Human Nutrition Research (HNR),1039390, BAND 6 ,15000,20000,Operations - Assistant - Band 6,0.63,Operational Delivery
57,Department for Business Innovation and Skills,Medical Research Council ,MRC Collaborative Centre for Human Nutrition Research (HNR),1039390, BAND 7 ,10000,15000,Operations - Assistant - Band 7,1.0,Operational Delivery
58,Department for Business Innovation and Skills,Medical Research Council ,MRC Collaborative Centre for Human Nutrition Research (HNR),1039390, BAND 5 ,20000,30000,Operations - Officer - Band 5,4.0,Operational Delivery
59,Department for Business Innovation and Skills,Medical Research Council ,MRC Collaborative Centre for Human Nutrition Research (HNR),1039390, BAND 1 ,70000,90000,Operations - Senior Manager - Band 1,1.0,Operational Delivery
60,Department for Business Innovation and Skills,Medical Research Council ,MRC Collaborative Centre for Human Nutrition Research (HNR),1039390, BAND 3 ,35000,45000,Operations - Senior Manager - Band 3,1.0,Operational Delivery
61,Department for Business Innovation and Skills,Medical Research Council ,MRC Collaborative Centre for Human Nutrition Research (HNR),1039390, BAND 2 ,45000,70000,Scientist - Band 2,3.5,Science and Engineering
62,Department for Business Innovation and Skills,Medical Research Council ,MRC Collaborative Centre for Human Nutrition Research (HNR),1039390, BAND 3 ,35000,45000,Scientist - Band 3,14.5,Science and Engineering
63,Department for Business Innovation and Skills,Medical Research Council ,MRC Collaborative Centre for Human Nutrition Research (HNR),1039390, BAND 4 ,25000,35000,Scientist - Band 4,31.47,Science and Engineering
64,Department for Business Innovation and Skills,Medical Research Council ,MRC Collaborative Centre for Human Nutrition Research (HNR),1039390, BAND 5 ,20000,30000,Scientist - Band 5,38.11,Science and Engineering
65,Department for Business Innovation and Skills,Medical Research Council ,MRC Collaborative Centre for Human Nutrition Research (HNR),1039390, BAND 6 ,15000,20000,Scientist - Band 6,12.32,Science and Engineering
66,Department for Business Innovation and Skills,Medical Research Council ,MRC Collaborative Centre for Human Nutrition Research (HNR),1039390,HOURLY PAID,0,0,Scientist - Hourly Paid,1.0,Science and Engineering
67,Department for Business Innovation and Skills,Medical Research Council ,Institute of Hearing Research (IHR),1039615, BAND 6 ,15000,20000,Operations - Assistant - Band 6,0.44,Operational Delivery
68,Department for Business Innovation and Skills,Medical Research Council ,Institute of Hearing Research (IHR),1039615, BAND 4 ,25000,35000,Operations - Officer - Band 4,2.0,Operational Delivery
69,Department for Business Innovation and Skills,Medical Research Council ,Institute of Hearing Research (IHR),1039615, BAND 5 ,20000,30000,Operations - Officer - Band 5,3.0,Operational Delivery
70,Department for Business Innovation and Skills,Medical Research Council ,Institute of Hearing Research (IHR),1039615, BAND 2 ,45000,70000,Operations - Senior Manager - Band 2,1.0,Operational Delivery
71,Department for Business Innovation and Skills,Medical Research Council ,Institute of Hearing Research (IHR),1039615, BAND 3 ,35000,45000,Operations - Senior Manager - Band 3,1.0,Operational Delivery
72,Department for Business Innovation and Skills,Medical Research Council ,Institute of Hearing Research (IHR),1039615, BAND 2 ,45000,70000,Scientist - Band 2,3.0,Science and Engineering
73,Department for Business Innovation and Skills,Medical Research Council ,Institute of Hearing Research (IHR),1039615, BAND 3 ,35000,45000,Scientist - Band 3,8.0,Science and Engineering
74,Department for Business Innovation and Skills,Medical Research Council ,Institute of Hearing Research (IHR),1039615, BAND 4 ,25000,35000,Scientist - Band 4,13.0,Science and Engineering
75,Department for Business Innovation and Skills,Medical Research Council ,Institute of Hearing Research (IHR),1039615, BAND 5 ,20000,30000,Scientist - Band 5,12.0,Science and Engineering
76,Department for Business Innovation and Skills,Medical Research Council ,MRC International Nutrition Group,1039640, BAND 4 ,25000,35000,Operations - Officer - Band 4,1.0,Operational Delivery
77,Department for Business Innovation and Skills,Medical Research Council ,MRC International Nutrition Group,1039640, BAND 2 ,45000,70000,Scientist - Band 2,1.0,Science and Engineering
78,Department for Business Innovation and Skills,Medical Research Council ,MRC International Nutrition Group,1039640, BAND 3 ,35000,45000,Scientist - Band 3,6.0,Science and Engineering
79,Department for Business Innovation and Skills,Medical Research Council ,MRC International Nutrition Group,1039640, BAND 4 ,25000,35000,Scientist - Band 4,0.8,Science and Engineering
80,Department for Business Innovation and Skills,Medical Research Council ,MRC International Nutrition Group,1039640, BAND 5 ,20000,30000,Scientist - Band 5,1.0,Science and Engineering
81,Department for Business Innovation and Skills,Medical Research Council ,MRC Laboratory of Molecular Biology (LMB),1039679, BAND 6 ,15000,20000,Operations - Assistant - Band 6,8.69,Operational Delivery
82,Department for Business Innovation and Skills,Medical Research Council ,MRC Laboratory of Molecular Biology (LMB),1039679, BAND 7 ,10000,15000,Operations - Assistant - Band 7,1.0,Operational Delivery
83,Department for Business Innovation and Skills,Medical Research Council ,MRC Laboratory of Molecular Biology (LMB),1039679, BAND 4 ,25000,35000,Operations - Officer - Band 4,8.85,Operational Delivery
84,Department for Business Innovation and Skills,Medical Research Council ,MRC Laboratory of Molecular Biology (LMB),1039679, BAND 5 ,20000,30000,Operations - Officer - Band 5,7.0,Operational Delivery
85,Department for Business Innovation and Skills,Medical Research Council ,MRC Laboratory of Molecular Biology (LMB),1039679, BAND 3 ,35000,45000,Operations - Senior Manager - Band 3,3.58,Operational Delivery
86,Department for Business Innovation and Skills,Medical Research Council ,MRC Laboratory of Molecular Biology (LMB),1039679, BAND 1 ,70000,90000,Scientist - Band 1,20.67,Science and Engineering
87,Department for Business Innovation and Skills,Medical Research Council ,MRC Laboratory of Molecular Biology (LMB),1039679, BAND 2 ,45000,70000,Scientist - Band 2,32.17,Science and Engineering
88,Department for Business Innovation and Skills,Medical Research Council ,MRC Laboratory of Molecular Biology (LMB),1039679, BAND 3 ,35000,45000,Scientist - Band 3,50.43,Science and Engineering
89,Department for Business Innovation and Skills,Medical Research Council ,MRC Laboratory of Molecular Biology (LMB),1039679, BAND 4 ,25000,35000,Scientist - Band 4,215.57,Science and Engineering
90,Department for Business Innovation and Skills,Medical Research Council ,MRC Laboratory of Molecular Biology (LMB),1039679, BAND 5 ,20000,30000,Scientist - Band 5,53.31,Science and Engineering
91,Department for Business Innovation and Skills,Medical Research Council ,MRC Laboratory of Molecular Biology (LMB),1039679, BAND 6 ,15000,20000,Scientist - Band 6,60.08,Science and Engineering
92,Department for Business Innovation and Skills,Medical Research Council ,MRC Laboratory of Molecular Biology (LMB),1039679, BAND 7 ,10000,15000,Scientist - Band 7,41.67,Science and Engineering
93,Department for Business Innovation and Skills,Medical Research Council ,MRC Laboratory of Molecular Biology (LMB),1039679,EURO,0,0,Scientist - Euro,13.0,Science and Engineering
94,Department for Business Innovation and Skills,Medical Research Council ,MRC Mitochondrial Biology Unit (MBU),1044117, BAND 6 ,15000,20000,Operations - Assistant - Band 6,1.0,Operational Delivery
95,Department for Business Innovation and Skills,Medical Research Council ,MRC Mitochondrial Biology Unit (MBU),1044117, BAND 4 ,25000,35000,Operations - Officer - Band 4,1.0,Operational Delivery
96,Department for Business Innovation and Skills,Medical Research Council ,MRC Mitochondrial Biology Unit (MBU),1044117, BAND 5 ,20000,30000,Operations - Officer - Band 5,2.0,Operational Delivery
97,Department for Business Innovation and Skills,Medical Research Council ,MRC Mitochondrial Biology Unit (MBU),1044117, BAND 3 ,35000,45000,Operations - Senior Manager - Band 3,1.0,Operational Delivery
98,Department for Business Innovation and Skills,Medical Research Council ,MRC Mitochondrial Biology Unit (MBU),1044117, BAND 1 ,70000,90000,Scientist - Band 1,1.0,Science and Engineering
99,Department for Business Innovation and Skills,Medical Research Council ,MRC Mitochondrial Biology Unit (MBU),1044117, BAND 2 ,45000,70000,Scientist - Band 2,7.0,Science and Engineering
100,Department for Business Innovation and Skills,Medical Research Council ,MRC Mitochondrial Biology Unit (MBU),1044117, BAND 3 ,35000,45000,Scientist - Band 3,8.86,Science and Engineering
101,Department for Business Innovation and Skills,Medical Research Council ,MRC Mitochondrial Biology Unit (MBU),1044117, BAND 4 ,25000,35000,Scientist - Band 4,28.5,Science and Engineering
102,Department for Business Innovation and Skills,Medical Research Council ,MRC Mitochondrial Biology Unit (MBU),1044117, BAND 5 ,20000,30000,Scientist - Band 5,4.0,Science and Engineering
103,Department for Business Innovation and Skills,Medical Research Council ,MRC Mitochondrial Biology Unit (MBU),1044117, BAND 7 ,10000,15000,Scientist - Band 7,4.0,Science and Engineering
104,Department for Business Innovation and Skills,Medical Research Council ,MRC Mammalian Genetics Unit (MGU),1039854, BAND 6 ,15000,20000,Operations - Assistant - Band 6,1.89,Operational Delivery
105,Department for Business Innovation and Skills,Medical Research Council ,MRC Mammalian Genetics Unit (MGU),1039854, BAND 7 ,10000,15000,Operations - Assistant - Band 7,0.56,Operational Delivery
106,Department for Business Innovation and Skills,Medical Research Council ,MRC Mammalian Genetics Unit (MGU),1039854, BAND 4 ,25000,35000,Operations - Officer - Band 4,1.5,Operational Delivery
107,Department for Business Innovation and Skills,Medical Research Council ,MRC Mammalian Genetics Unit (MGU),1039854, BAND 5 ,20000,30000,Operations - Officer - Band 5,0.86,Operational Delivery
108,Department for Business Innovation and Skills,Medical Research Council ,MRC Mammalian Genetics Unit (MGU),1039854, BAND 2 ,45000,70000,Operations - Senior Manager - Band 2,1.0,Operational Delivery
109,Department for Business Innovation and Skills,Medical Research Council ,MRC Mammalian Genetics Unit (MGU),1039854, BAND 3 ,35000,45000,Operations - Senior Manager - Band 3,1.0,Operational Delivery
110,Department for Business Innovation and Skills,Medical Research Council ,MRC Mammalian Genetics Unit (MGU),1039854, BAND 2 ,45000,70000,Scientist - Band 2,7.0,Science and Engineering
111,Department for Business Innovation and Skills,Medical Research Council ,MRC Mammalian Genetics Unit (MGU),1039854, BAND 3 ,35000,45000,Scientist - Band 3,9.0,Science and Engineering
112,Department for Business Innovation and Skills,Medical Research Council ,MRC Mammalian Genetics Unit (MGU),1039854, BAND 4 ,25000,35000,Scientist - Band 4,30.05,Science and Engineering
113,Department for Business Innovation and Skills,Medical Research Council ,MRC Mammalian Genetics Unit (MGU),1039854, BAND 5 ,20000,30000,Scientist - Band 5,19.83,Science and Engineering
114,Department for Business Innovation and Skills,Medical Research Council ,MRC Mammalian Genetics Unit (MGU),1039854, BAND 6 ,15000,20000,Scientist - Band 6,1.0,Science and Engineering
115,Department for Business Innovation and Skills,Medical Research Council ,MRC Mary Lyon Centre,1039964, BAND 6 ,15000,20000,Operations - Assistant - Band 6,1.92,Operational Delivery
116,Department for Business Innovation and Skills,Medical Research Council ,MRC Mary Lyon Centre,1039964, BAND 4 ,25000,35000,Operations - Officer - Band 4,2.0,Operational Delivery
117,Department for Business Innovation and Skills,Medical Research Council ,MRC Mary Lyon Centre,1039964, BAND 5 ,20000,30000,Operations - Officer - Band 5,0.8,Operational Delivery
118,Department for Business Innovation and Skills,Medical Research Council ,MRC Mary Lyon Centre,1039964, BAND 3 ,35000,45000,Operations - Senior Manager - Band 3,1.0,Operational Delivery
119,Department for Business Innovation and Skills,Medical Research Council ,MRC Mary Lyon Centre,1039964, BAND 2 ,45000,70000,Scientist - Band 2,3.0,Science and Engineering
120,Department for Business Innovation and Skills,Medical Research Council ,MRC Mary Lyon Centre,1039964, BAND 3 ,35000,45000,Scientist - Band 3,4.0,Science and Engineering
121,Department for Business Innovation and Skills,Medical Research Council ,MRC Mary Lyon Centre,1039964, BAND 4 ,25000,35000,Scientist - Band 4,31.11,Science and Engineering
122,Department for Business Innovation and Skills,Medical Research Council ,MRC Mary Lyon Centre,1039964, BAND 5 ,20000,30000,Scientist - Band 5,50.09,Science and Engineering
123,Department for Business Innovation and Skills,Medical Research Council ,MRC Mary Lyon Centre,1039964, BAND 6 ,15000,20000,Scientist - Band 6,32.33,Science and Engineering
124,Department for Business Innovation and Skills,Medical Research Council ,MRC Mary Lyon Centre,1039964, BAND 7 ,10000,15000,Scientist - Band 7,5.15,Science and Engineering
125,Department for Business Innovation and Skills,Medical Research Council ,MRC Mary Lyon Centre,1039964,HOURLY PAID,0,0,Scientist - Hourly Paid,1.0,Science and Engineering
126,Department for Business Innovation and Skills,Medical Research Council ,"National Centre for the Replacement, Refinement and Reduction of Animals in Research",1050767, BAND 2 ,45000,70000,Scientist - Band 2,2.0,Science and Engineering
127,Department for Business Innovation and Skills,Medical Research Council ,"National Centre for the Replacement, Refinement and Reduction of Animals in Research",1050767, BAND 3 ,35000,45000,Scientist - Band 3,9.0,Science and Engineering
128,Department for Business Innovation and Skills,Medical Research Council ,"National Centre for the Replacement, Refinement and Reduction of Animals in Research",1050767, BAND 4 ,25000,35000,Scientist - Band 4,3.0,Science and Engineering
129,Department for Business Innovation and Skills,Medical Research Council ,"National Centre for the Replacement, Refinement and Reduction of Animals in Research",1050767, BAND 5 ,20000,30000,Scientist - Band 5,3.0,Science and Engineering
130,Department for Business Innovation and Skills,Medical Research Council ,"National Centre for the Replacement, Refinement and Reduction of Animals in Research",1050767, BAND 6 ,15000,20000,Scientist - Band 6,4.67,Science and Engineering
131,Department for Business Innovation and Skills,Medical Research Council ,"National Centre for the Replacement, Refinement and Reduction of Animals in Research",1050767,HOURLY PAID,0,0,Scientist - Hourly Paid,1.0,Science and Engineering
132,Department for Business Innovation and Skills,Medical Research Council ,MRC National Institute for Medical Research (NIMR),1040163, BAND 4 ,25000,35000,Operations - Officer - Band 4,6.0,Operational Delivery
133,Department for Business Innovation and Skills,Medical Research Council ,MRC National Institute for Medical Research (NIMR),1040163, BAND 5 ,20000,30000,Operations - Officer - Band 5,9.3,Operational Delivery
134,Department for Business Innovation and Skills,Medical Research Council ,MRC National Institute for Medical Research (NIMR),1040163, BAND 1 ,70000,90000,Operations - Senior Manager - Band 1,1.0,Operational Delivery
135,Department for Business Innovation and Skills,Medical Research Council ,MRC National Institute for Medical Research (NIMR),1040163, BAND 2 ,45000,70000,Operations - Senior Manager - Band 2,2.0,Operational Delivery
136,Department for Business Innovation and Skills,Medical Research Council ,MRC National Institute for Medical Research (NIMR),1040163, BAND 3 ,35000,45000,Operations - Senior Manager - Band 3,2.0,Operational Delivery
137,Department for Business Innovation and Skills,Medical Research Council ,MRC National Institute for Medical Research (NIMR),1040163, BAND 1 ,70000,90000,Scientist - Band 1,19.0,Science and Engineering
138,Department for Business Innovation and Skills,Medical Research Council ,MRC National Institute for Medical Research (NIMR),1040163, BAND 2 ,45000,70000,Scientist - Band 2,46.0,Science and Engineering
139,Department for Business Innovation and Skills,Medical Research Council ,MRC National Institute for Medical Research (NIMR),1040163, BAND 3 ,35000,45000,Scientist - Band 3,71.06,Science and Engineering
140,Department for Business Innovation and Skills,Medical Research Council ,MRC National Institute for Medical Research (NIMR),1040163, BAND 4 ,25000,35000,Scientist - Band 4,269.57,Science and Engineering
141,Department for Business Innovation and Skills,Medical Research Council ,MRC National Institute for Medical Research (NIMR),1040163, BAND 5 ,20000,30000,Scientist - Band 5,64.79,Science and Engineering
142,Department for Business Innovation and Skills,Medical Research Council ,MRC National Institute for Medical Research (NIMR),1040163, BAND 6 ,15000,20000,Scientist - Band 6,56.14,Science and Engineering
143,Department for Business Innovation and Skills,Medical Research Council ,MRC National Institute for Medical Research (NIMR),1040163, BAND 7 ,10000,15000,Scientist - Band 7,30.0,Science and Engineering
144,Department for Business Innovation and Skills,Medical Research Council ,MRC National Institute for Medical Research (NIMR),1040163,EURO,0,0,Scientist - Euro,4.0,Science and Engineering
145,Department for Business Innovation and Skills,Medical Research Council ,MRC National Institute for Medical Research (NIMR),1040163,HOURLY PAID,0,0,Scientist - Hourly Paid,2.0,Science and Engineering
146,Department for Business Innovation and Skills,Medical Research Council ,MRC Prion Unit,1040359, NHS ENGL* ,0,0,Clinical Scientist - band NHS,1.0,Science and Engineering
147,Department for Business Innovation and Skills,Medical Research Council ,MRC Prion Unit,1040359, BAND 4 ,25000,35000,Operations - Officer - Band 4,1.0,Operational Delivery
148,Department for Business Innovation and Skills,Medical Research Council ,MRC Prion Unit,1040359, BAND 5 ,20000,30000,Operations - Officer - Band 5,2.0,Operational Delivery
149,Department for Business Innovation and Skills,Medical Research Council ,MRC Prion Unit,1040359, BAND 3 ,35000,45000,Operations - Senior Manager - Band 3,1.0,Operational Delivery
150,Department for Business Innovation and Skills,Medical Research Council ,MRC Prion Unit,1040359, BAND 1 ,70000,90000,Scientist - Band 1,1.0,Science and Engineering
151,Department for Business Innovation and Skills,Medical Research Council ,MRC Prion Unit,1040359, BAND 2 ,45000,70000,Scientist - Band 2,5.0,Science and Engineering
152,Department for Business Innovation and Skills,Medical Research Council ,MRC Prion Unit,1040359, BAND 3 ,35000,45000,Scientist - Band 3,10.0,Science and Engineering
153,Department for Business Innovation and Skills,Medical Research Council ,MRC Prion Unit,1040359, BAND 4 ,25000,35000,Scientist - Band 4,22.67,Science and Engineering
154,Department for Business Innovation and Skills,Medical Research Council ,MRC Prion Unit,1040359, BAND 5 ,20000,30000,Scientist - Band 5,30.86,Science and Engineering
155,Department for Business Innovation and Skills,Medical Research Council ,MRC Prion Unit,1040359, BAND 6 ,15000,20000,Scientist - Band 6,11.79,Science and Engineering
156,Department for Business Innovation and Skills,Medical Research Council ,MRC Prion Unit,1040359, BAND 7 ,10000,15000,Scientist - Band 7,4.0,Science and Engineering
157,Department for Business Innovation and Skills,Medical Research Council ,MRC Research Centre at Harwell,1040380, BAND 4 ,25000,35000,Operations - Officer - Band 4,2.0,Operational Delivery
158,Department for Business Innovation and Skills,Medical Research Council ,MRC Research Centre at Harwell,1040380, BAND 5 ,20000,30000,Operations - Officer - Band 5,2.0,Operational Delivery
159,Department for Business Innovation and Skills,Medical Research Council ,MRC Research Centre at Harwell,1040380, BAND 3 ,35000,45000,Scientist - Band 3,2.0,Science and Engineering
160,Department for Business Innovation and Skills,Medical Research Council ,MRC Research Centre at Harwell,1040380, BAND 4 ,25000,35000,Scientist - Band 4,5.0,Science and Engineering
161,Department for Business Innovation and Skills,Medical Research Council ,MRC Research Centre at Harwell,1040380, BAND 5 ,20000,30000,Scientist - Band 5,3.0,Science and Engineering
