,Parent Department,Organisation,Unit,Reporting Senior Post,Grade,Payscale Minimum (£),Payscale Maximum (£),Generic Job Title,Number of Posts in FTE,Professional/Occupational Group
20,Department for Business Innovation and Skills,Student Loans Company,Business Development,SLC2,Business Support Manager,38380,57346,Business Manager,1.0,Operational Delivery
21,Department for Business Innovation and Skills,Student Loans Company,Business Development,SLC2,Business Support Manager,38380,57346,Business Manager,1.0,Operational Delivery
22,Department for Business Innovation and Skills,Student Loans Company,Business Development,SLC2,Business Support Manager,38380,57346,Business Manager,1.0,Operational Delivery
23,Department for Business Innovation and Skills,Student Loans Company,Business Development,SLC2,Business Support Manager,38380,57346,Business Manager,1.0,Operational Delivery
24,Department for Business Innovation and Skills,Student Loans Company,Business Development,SLC2,Professional,29500,50005,Business Manager,1.0,Operational Delivery
25,Department for Business Innovation and Skills,Student Loans Company,Business Development,SLC2,Professional,29500,50005,Business Manager,4.0,Operational Delivery
26,Department for Business Innovation and Skills,Student Loans Company,Business Development,SLC2,Professional,29500,50005,Policy Adviser,1.0,Policy
27,Department for Business Innovation and Skills,Student Loans Company,Business Development,SLC2,Professional,29500,50005,Policy Adviser,1.0,Policy
28,Department for Business Innovation and Skills,Student Loans Company,Business Development,SLC2,Professional,29500,50005,Business Manager,1.0,Knowledge and Information Management (KIM)
29,Department for Business Innovation and Skills,Student Loans Company,Business Development,SLC2,Business Support 2,15142,18941,Operations Support Officer,1.0,Operational Delivery
30,Department for Business Innovation and Skills,Student Loans Company,Central Document Services,SLC4,Senior Manager,47203,67709,Senior Operational Manager,1.0,Operational Delivery
31,Department for Business Innovation and Skills,Student Loans Company,Central Document Services,SLC4,People Manager 2,29500,50005,Operational Manager,1.0,Operational Delivery
32,Department for Business Innovation and Skills,Student Loans Company,Central Document Services,SLC4,People Manager 2,29500,50005,Operations Support Officer,1.0,Operational Delivery
33,Department for Business Innovation and Skills,Student Loans Company,Central Document Services,SLC4,Business Adviser,21300,37991,Operations Support Officer,1.0,Operational Delivery
34,Department for Business Innovation and Skills,Student Loans Company,Central Document Services,SLC4,People Manager 1,21300,37991,Review Team Leader,5.0,Operational Delivery
35,Department for Business Innovation and Skills,Student Loans Company,Central Document Services,SLC4,Business Support 2,15142,18941,Operations Support Officer,1.0,Operational Delivery
36,Department for Business Innovation and Skills,Student Loans Company,Central Document Services,SLC4,Business Support 2,15142,18941,Operations Support Officer,10.0,Operational Delivery
37,Department for Business Innovation and Skills,Student Loans Company,Central Document Services,SLC4,Business Support 2,15142,18941,Operations Support Officer,2.0,Operational Delivery
38,Department for Business Innovation and Skills,Student Loans Company,Central Document Services,SLC4,Business Support 2,15142,18941,Operations Support Officer,8.0,Operational Delivery
39,Department for Business Innovation and Skills,Student Loans Company,Central Document Services,SLC4,Business Support 2,15142,18941,Operations Support Officer,1.0,Operational Delivery
40,Department for Business Innovation and Skills,Student Loans Company,Central Document Services,SLC4,Business Support 1,13678,18028,Operations Support Officer,20.0,Operational Delivery
41,Department for Business Innovation and Skills,Student Loans Company,Central Document Services,SLC4,Business Support 1,13678,18028,Operations Support Officer,5.0,Operational Delivery
42,Department for Business Innovation and Skills,Student Loans Company,Central Document Services,SLC4,Business Support 1,13678,18028,Communications Support Officer,1.0,Communications
43,Department for Business Innovation and Skills,Student Loans Company,Central Document Services,SLC4,Customer Support 1,13678,18028,Operations Support Officer,3.0,Operational Delivery
44,Department for Business Innovation and Skills,Student Loans Company,Central Document Services,SLC4,Business Support 1,13678,18028,Operations Support Officer,1.0,Operational Delivery
45,Department for Business Innovation and Skills,Student Loans Company,Change Management,SLC2,Business Support Manager,38380,57346,Project Manager,1.0,Programme and Project Management (PPM)
46,Department for Business Innovation and Skills,Student Loans Company,Change Management,SLC2,Professional,29500,50005,Business Manager,1.0,Programme and Project Management (PPM)
47,Department for Business Innovation and Skills,Student Loans Company,Change Management,SLC2,Business Adviser,21300,37991,Technical Adviser,4.0,Programme and Project Management (PPM)
48,Department for Business Innovation and Skills,Student Loans Company,Change Management,SLC2,Business Adviser,21300,37991,Technical Adviser,1.0,Information Technology
49,Department for Business Innovation and Skills,Student Loans Company,Collections,SLC6,Customer Manager,38380,57346,Operational Manager,1.0,Operational Delivery
50,Department for Business Innovation and Skills,Student Loans Company,Collections,SLC6,Professional,29500,50005,Operational Manager,2.0,Operational Delivery
51,Department for Business Innovation and Skills,Student Loans Company,Collections,SLC6,Business Adviser,21300,37991,Analyst,1.0,Information Technology
52,Department for Business Innovation and Skills,Student Loans Company,Collections,SLC6,People Manager 1,21300,37991,Review Team Leader,9.2,Operational Delivery
53,Department for Business Innovation and Skills,Student Loans Company,Collections,SLC6,Technology Adviser,21300,37991,Analyst,1.0,Information Technology
54,Department for Business Innovation and Skills,Student Loans Company,Collections,SLC6,Technology Adviser,21300,37991,Review Team Leader,1.0,Operational Delivery
55,Department for Business Innovation and Skills,Student Loans Company,Collections,SLC6,Business Adviser,21300,37991,Analyst,1.0,Information Technology
56,Department for Business Innovation and Skills,Student Loans Company,Collections,SLC6,Business Adviser,21300,37991,Operations Support Officer,1.0,Operational Delivery
57,Department for Business Innovation and Skills,Student Loans Company,Collections,SLC6,Technology Adviser,21300,37991,Senior Analyst,1.0,Information Technology
58,Department for Business Innovation and Skills,Student Loans Company,Collections,SLC6,Customer Support 2,15142,18941,Operations Support Officer,83.8,Operational Delivery
59,Department for Business Innovation and Skills,Student Loans Company,Collections,SLC6,Business Support 2,15142,18941,Operations Support Officer,1.0,Operational Delivery
60,Department for Business Innovation and Skills,Student Loans Company,Collections,SLC6,Business Support 2,15142,18941,Statistical Support Officer,1.0,Knowledge and Information Management (KIM)
61,Department for Business Innovation and Skills,Student Loans Company,Core Systems Replacement,SLC4,Senior Manager,47203,67709,Senior IT Manager,1.0,Information Technology
62,Department for Business Innovation and Skills,Student Loans Company,Core Systems Replacement,SLC4,Senior Manager,47203,67709,Senior IT Manager,1.0,Information Technology
63,Department for Business Innovation and Skills,Student Loans Company,Core Systems Replacement,SLC4,Business Support Manager,38380,57346,Senior IT Manager,1.0,Information Technology
64,Department for Business Innovation and Skills,Student Loans Company,Core Systems Replacement,SLC4,Business Support Manager,38380,57346,IT Manager,1.0,Information Technology
65,Department for Business Innovation and Skills,Student Loans Company,Core Systems Replacement,SLC4,Professional,29500,50005,Technical Adviser,6.0,Information Technology
66,Department for Business Innovation and Skills,Student Loans Company,Customer Contact Services Division,SLC6,Senior Manager,47203,67709,Senior Operational Manager,1.0,Operational Delivery
67,Department for Business Innovation and Skills,Student Loans Company,Customer Contact Services Division,SLC6,Business Support Manager,38380,57346,Operational Manager,1.0,Operational Delivery
68,Department for Business Innovation and Skills,Student Loans Company,Customer Contact Services Division,SLC6,Business Support 2,15142,18941,Office Manager,1.0,Operational Delivery
69,Department for Business Innovation and Skills,Student Loans Company,Customer Insight,SLC8,Senior Manager,47203,67709,Senior Information Manager,1.0,Knowledge and Information Management (KIM)
70,Department for Business Innovation and Skills,Student Loans Company,Customer Insight,SLC8,Professional,29500,50005,Knowledge Information Management Manager,2.0,Knowledge and Information Management (KIM)
71,Department for Business Innovation and Skills,Student Loans Company,Customer Insight,SLC8,Business Adviser,21300,37991,Knowledge Information Management Support Officer,1.0,Knowledge and Information Management (KIM)
72,Department for Business Innovation and Skills,Student Loans Company,Customer Insight,SLC8,Business Adviser,21300,37991,Analyst,2.0,Knowledge and Information Management (KIM)
73,Department for Business Innovation and Skills,Student Loans Company,Customer Relations,SLC8,Business Support Manager,38380,57346,Operational Manager,1.0,Operational Delivery
74,Department for Business Innovation and Skills,Student Loans Company,Customer Relations,SLC8,People Manager 2,29500,50005,Operations Support Officer,1.0,Operational Delivery
75,Department for Business Innovation and Skills,Student Loans Company,Customer Relations,SLC8,People Manager 1,21300,37991,Review Team Leader,1.0,Operational Delivery
76,Department for Business Innovation and Skills,Student Loans Company,Customer Relations,SLC8,Business Adviser,21300,37991,Operations Support Officer,2.0,Operational Delivery
77,Department for Business Innovation and Skills,Student Loans Company,Customer Relations,SLC8,Business Adviser,21300,37991,Operations Support Officer,6.0,Operational Delivery
78,Department for Business Innovation and Skills,Student Loans Company,Customer Relations,SLC8,Business Adviser,21300,37991,Operations Support Officer,2.0,Operational Delivery
79,Department for Business Innovation and Skills,Student Loans Company,Customer Relations,SLC8,Customer Support 2,15142,18941,Operations Support Officer,8.0,Operational Delivery
80,Department for Business Innovation and Skills,Student Loans Company,Customer Support Centre - Darlington,SLC6,Senior Manager,47203,67709,Operational Manager,1.0,Operational Delivery
81,Department for Business Innovation and Skills,Student Loans Company,Customer Support Centre - Darlington,SLC6,People Manager 2,29500,50005,Operational Manager,2.0,Operational Delivery
82,Department for Business Innovation and Skills,Student Loans Company,Customer Support Centre - Darlington,SLC6,People Manager 1,21300,37991,Review Team Leader,17.9,Operational Delivery
83,Department for Business Innovation and Skills,Student Loans Company,Customer Support Centre - Darlington,SLC6,Customer Support 2,15142,18941,Operations Support Officer,179.0,Operational Delivery
84,Department for Business Innovation and Skills,Student Loans Company,Customer Support Centre - Glasgow,SLC6,Senior Manager,47203,67709,Operational Manager,1.0,Operational Delivery
85,Department for Business Innovation and Skills,Student Loans Company,Customer Support Centre - Glasgow,SLC6,People Manager 2,29500,50005,Operational Manager,3.0,Operational Delivery
86,Department for Business Innovation and Skills,Student Loans Company,Customer Support Centre - Glasgow,SLC6,People Manager 1,21300,37991,Review Team Leader,22.5,Operational Delivery
87,Department for Business Innovation and Skills,Student Loans Company,Customer Support Centre - Glasgow,SLC6,People Manager 1,21300,37991,Review Team Leader,3.0,Operational Delivery
88,Department for Business Innovation and Skills,Student Loans Company,Customer Support Centre - Glasgow,SLC6,Customer Support 2,15142,18941,Operations Support Officer,3.0,Operational Delivery
89,Department for Business Innovation and Skills,Student Loans Company,Customer Support Centre - Glasgow,SLC6,Customer Support 2,15142,18941,Operations Support Officer,194.4,Operational Delivery
90,Department for Business Innovation and Skills,Student Loans Company,Customer Support Centre - Glasgow,SLC6,Customer Support 2,15142,18941,Operations Support Officer,22.0,Operational Delivery
91,Department for Business Innovation and Skills,Student Loans Company,Customer Support Centre - Glasgow,SLC6,Customer Support 1,13678,18028,Operations Support Officer,3.0,Operational Delivery
92,Department for Business Innovation and Skills,Student Loans Company,Customer Support Centre - Wales,SLC6,People Manager 2,29500,50005,Operational Manager,1.0,Operational Delivery
93,Department for Business Innovation and Skills,Student Loans Company,Customer Support Centre - Wales,SLC6,People Manager 1,21300,37991,Operational Manager,4.6,Operational Delivery
94,Department for Business Innovation and Skills,Student Loans Company,Customer Support Centre - Wales,SLC6,Customer Support 2,15142,18941,Operations Support Officer,22.5,Operational Delivery
95,Department for Business Innovation and Skills,Student Loans Company,Data Services & Analysis,SLC7,Senior Manager,47203,67709,Knowledge Information Management Manager,1.0,Operational Research
96,Department for Business Innovation and Skills,Student Loans Company,Data Services & Analysis,SLC7,Technologist,29500,50005,Operational Manager,2.0,Operational Research
97,Department for Business Innovation and Skills,Student Loans Company,Data Services & Analysis,SLC7,Technology Adviser,21300,37991,Analyst,4.0,Information Technology
98,Department for Business Innovation and Skills,Student Loans Company,Data Services & Analysis,SLC7,Technology Adviser,21300,37991,Analyst,3.0,Information Technology
99,Department for Business Innovation and Skills,Student Loans Company,Data Services & Analysis,SLC7,Technology Adviser,21300,37991,Analyst,1.0,Information Technology
100,Department for Business Innovation and Skills,Student Loans Company,Data Services & Analysis,SLC7,Technology Adviser,21300,37991,Senior Analyst,1.0,Information Technology
101,Department for Business Innovation and Skills,Student Loans Company,Data Services & Analysis,SLC7,Technology Adviser,21300,37991,Statistician,1.0,Knowledge and Information Management (KIM)
102,Department for Business Innovation and Skills,Student Loans Company,Data Services & Analysis,SLC7,Business Adviser,21300,37991,Analyst,1.0,Information Technology
103,Department for Business Innovation and Skills,Student Loans Company,Data Services & Analysis,SLC7,Technology Adviser,21300,37991,Senior Analyst,1.0,Information Technology
104,Department for Business Innovation and Skills,Student Loans Company,Design Authority,SLC4,Senior Manager,47203,67709,Senior IT Manager,1.0,Information Technology
105,Department for Business Innovation and Skills,Student Loans Company,Design Authority,SLC4,Technology Manager,38380,57346,IT Manager,1.0,Information Technology
106,Department for Business Innovation and Skills,Student Loans Company,Design Authority,SLC4,Technology Manager,38380,57346,IT Manager,4.0,Information Technology
107,Department for Business Innovation and Skills,Student Loans Company,Design Authority,SLC4,Technology Manager,38380,57346,IT Manager,8.0,Information Technology
108,Department for Business Innovation and Skills,Student Loans Company,Design Authority,SLC4,Technology Manager,38380,57346,IT Manager,2.42,Information Technology
109,Department for Business Innovation and Skills,Student Loans Company,Design Authority,SLC4,Technologist,29500,50005,Senior Analyst,1.0,Information Technology
110,Department for Business Innovation and Skills,Student Loans Company,Design Authority,SLC4,Technologist,29500,50005,Senior Analyst,6.0,Information Technology
111,Department for Business Innovation and Skills,Student Loans Company,Design Authority,SLC4,Technology Adviser,21300,37991,Technical Adviser,1.0,Information Technology
112,Department for Business Innovation and Skills,Student Loans Company,Design Authority,SLC4,Technology Adviser,21300,37991,Technical Adviser,1.58,Information Technology
113,Department for Business Innovation and Skills,Student Loans Company,Design Authority,SLC4,Business Adviser,21300,37991,Technical Support Officer,1.0,Information Technology
114,Department for Business Innovation and Skills,Student Loans Company,DSA,SLC6,Customer Manager,38380,57346,Operational Manager,1.0,Operational Delivery
115,Department for Business Innovation and Skills,Student Loans Company,DSA,SLC6,People Manager 2,29500,50005,Operational Manager,1.0,Operational Delivery
116,Department for Business Innovation and Skills,Student Loans Company,DSA,SLC6,People Manager 1,21300,37991,Review Team Leader,9.5,Operational Delivery
117,Department for Business Innovation and Skills,Student Loans Company,DSA,SLC6,Business Adviser,21300,37991,Operations Support Officer,53.0,Operational Delivery
118,Department for Business Innovation and Skills,Student Loans Company,DSA,SLC6,Business Adviser,21300,37991,Policy Adviser,1.0,Operational Delivery
119,Department for Business Innovation and Skills,Student Loans Company,DSA,SLC6,Customer Support 2,15142,18941,Operations Support Officer,31.5,Operational Delivery
120,Department for Business Innovation and Skills,Student Loans Company,DSA,SLC6,Customer Support 2,15142,18941,Operations Support Officer,4.0,Operational Delivery
121,Department for Business Innovation and Skills,Student Loans Company,DSA,SLC6,Business Support 2,15142,18941,Operations Support Officer,2.0,Operational Delivery
122,Department for Business Innovation and Skills,Student Loans Company,DSA,SLC6,Customer Support 1,13678,18028,Operations Support Officer,13.0,Operational Delivery
123,Department for Business Innovation and Skills,Student Loans Company,Executive Services,SLC5,Business Adviser,21300,37991,Office Manager,2.0,Operational Delivery
124,Department for Business Innovation and Skills,Student Loans Company,Executive Services,SLC5,Business Adviser,21300,37991,Review Team Leader,1.0,Operational Delivery
125,Department for Business Innovation and Skills,Student Loans Company,External Affairs,SLC8,Senior Manager,47203,67709,Senior Communications Manager,1.0,Communications
126,Department for Business Innovation and Skills,Student Loans Company,External Affairs,SLC8,Business Support Manager,38380,57346,Communications Manager,1.0,Communications
127,Department for Business Innovation and Skills,Student Loans Company,External Affairs,SLC8,Professional,29500,50005,Communications Manager,1.0,Communications
128,Department for Business Innovation and Skills,Student Loans Company,External Affairs,SLC8,Business Adviser,21300,37991,Communications Support Officer,1.0,Communications
129,Department for Business Innovation and Skills,Student Loans Company,External Affairs,SLC8,Business Adviser,21300,37991,Communications Support Officer,1.0,Communications
130,Department for Business Innovation and Skills,Student Loans Company,External Reporting,SLC7,Business Support Manager,38380,57346,Finance Officer,1.0,Finance
131,Department for Business Innovation and Skills,Student Loans Company,External Reporting,SLC7,Professional,29500,50005,Finance Officer,1.0,Finance
132,Department for Business Innovation and Skills,Student Loans Company,External Reporting,SLC7,Professional,29500,50005,Finance Officer,1.0,Finance
133,Department for Business Innovation and Skills,Student Loans Company,External Reporting,SLC7,Business Adviser,21300,37991,Finance Officer,1.0,Finance
134,Department for Business Innovation and Skills,Student Loans Company,External Reporting,SLC7,Business Adviser,21300,37991,Finance Officer,1.0,Finance
135,Department for Business Innovation and Skills,Student Loans Company,External Reporting,SLC7,Business Support 2,15142,18941,Finance Support Officer,1.0,Finance
136,Department for Business Innovation and Skills,Student Loans Company,External Reporting,SLC7,Business Support 2,15142,18941,Finance Support Officer,2.0,Finance
137,Department for Business Innovation and Skills,Student Loans Company,Facilities,SLC7,Business Support Manager,38380,57346,Business Manager,1.0,Operational Delivery
138,Department for Business Innovation and Skills,Student Loans Company,Facilities,SLC7,Business Support Manager,38380,57346,Business Manager,1.0,Operational Delivery
139,Department for Business Innovation and Skills,Student Loans Company,Facilities,SLC7,Professional,29500,50005,Operational Manager,1.0,Operational Delivery
140,Department for Business Innovation and Skills,Student Loans Company,Facilities,SLC7,Business Adviser,21300,37991,Technical Adviser,1.0,Information Technology
141,Department for Business Innovation and Skills,Student Loans Company,Facilities,SLC7,Business Adviser,21300,37991,Review Team Leader,3.0,Operational Delivery
142,Department for Business Innovation and Skills,Student Loans Company,Facilities,SLC7,Customer Support 2,15142,18941,Technical Support Officer,1.0,Operational Delivery
143,Department for Business Innovation and Skills,Student Loans Company,Facilities,SLC7,Business Support 2,15142,18941,Operations Support Officer,4.0,Operational Delivery
144,Department for Business Innovation and Skills,Student Loans Company,Facilities,SLC7,Business Support 2,15142,18941,Technical Adviser,2.0,Information Technology
145,Department for Business Innovation and Skills,Student Loans Company,Facilities,SLC7,Business Support 2,15142,18941,Operations Support Officer,1.0,Operational Delivery
146,Department for Business Innovation and Skills,Student Loans Company,Facilities,SLC7,Business Support 1,13678,18028,Communications Support Officer,4.0,Communications
147,Department for Business Innovation and Skills,Student Loans Company,Facilities,SLC7,Business Support 1,13678,18028,Operations Support Officer,4.0,Operational Delivery
148,Department for Business Innovation and Skills,Student Loans Company,Facilities,SLC7,Customer Support 1,13678,18028,Operations Support Officer,1.0,Operational Delivery
149,Department for Business Innovation and Skills,Student Loans Company,FE Services - Hillington,SLC6,Customer Manager,38380,57346,Operational Manager,1.0,Operational Delivery
150,Department for Business Innovation and Skills,Student Loans Company,FE Services - Hillington,SLC6,People Manager 1,21300,37991,Review Team Leader,1.0,Operational Delivery
151,Department for Business Innovation and Skills,Student Loans Company,FE Services - Hillington,SLC6,Customer Support 2,15142,18941,Operations Support Officer,1.0,Operational Delivery
152,Department for Business Innovation and Skills,Student Loans Company,FE Services - Hillington,SLC6,Customer Support 2,15142,18941,Review Team Leader,3.0,Operational Delivery
153,Department for Business Innovation and Skills,Student Loans Company,FE Services - Hillington,SLC6,Business Support 2,15142,18941,Operations Support Officer,2.0,Operational Delivery
154,Department for Business Innovation and Skills,Student Loans Company,FE Services - Hillington,SLC6,Customer Support 2,15142,18941,Operations Support Officer,30.0,Operational Delivery
155,Department for Business Innovation and Skills,Student Loans Company,FE Services - Hillington,SLC6,Customer Support 1,13678,18028,Operations Support Officer,1.0,Operational Delivery
156,Department for Business Innovation and Skills,Student Loans Company,Finance Division,SLC7,Head of Service,61913,83612,Senior Finance  Manager,1.0,Finance
157,Department for Business Innovation and Skills,Student Loans Company,Finance Division,SLC7,Business Support Manager,38380,57346,Project Manager,1.0,Operational Delivery
158,Department for Business Innovation and Skills,Student Loans Company,Finance Division,SLC7,Business Support 2,15142,18941,Operations Support Officer,1.0,Operational Delivery
159,Department for Business Innovation and Skills,Student Loans Company,Financial Accounting Dept,SLC7,Business Support Manager,38380,57346,Finance Officer,1.0,Finance
160,Department for Business Innovation and Skills,Student Loans Company,Financial Accounting Dept,SLC7,Professional,29500,50005,Finance Officer,2.0,Finance
161,Department for Business Innovation and Skills,Student Loans Company,Financial Accounting Dept,SLC7,Business Adviser,21300,37991,Finance Officer,1.0,Finance
162,Department for Business Innovation and Skills,Student Loans Company,Financial Accounting Dept,SLC7,Business Adviser,21300,37991,Finance Officer,1.0,Finance
163,Department for Business Innovation and Skills,Student Loans Company,Financial Accounting Dept,SLC7,Business Support 2,15142,18941,Finance Support Officer,2.0,Finance
164,Department for Business Innovation and Skills,Student Loans Company,Fraud Management,SLC5,Senior Manager,47203,67709,Senior Operational Manager,1.0,Operational Delivery
165,Department for Business Innovation and Skills,Student Loans Company,Fraud Management,SLC5,People Manager 2,29500,50005,Review Team Leader,1.0,Operational Delivery
166,Department for Business Innovation and Skills,Student Loans Company,Fraud Management,SLC5,Business Support 2,15142,18941,Operations Support Officer,8.0,Operational Delivery
167,Department for Business Innovation and Skills,Student Loans Company,Hub Services Division,SLC6,Senior Manager,47203,67709,Senior Operational Manager,1.0,Operational Delivery
168,Department for Business Innovation and Skills,Student Loans Company,Hub Services Division,SLC6,Professional,29500,50005,Operational Manager,1.0,Operational Delivery
169,Department for Business Innovation and Skills,Student Loans Company,Hub Services Division,SLC6,Professional,29500,50005,Operational Manager,1.0,Operational Delivery
170,Department for Business Innovation and Skills,Student Loans Company,Hub Services Division,SLC6,Business Adviser,21300,37991,Analyst,3.0,Information Technology
171,Department for Business Innovation and Skills,Student Loans Company,Hub Services Division,SLC6,People Manager 1,21300,37991,Operational Manager,1.0,Operational Delivery
172,Department for Business Innovation and Skills,Student Loans Company,Hub Services Division,SLC6,Business Support 2,15142,18941,Analyst,2.8,Information Technology
173,Department for Business Innovation and Skills,Student Loans Company,Hub Services Division,SLC6,Business Support 2,15142,18941,Analyst,6.0,Information Technology
174,Department for Business Innovation and Skills,Student Loans Company,Human Resources Division,SLC3,Head of Service,61913,83612,Senior HR Manager,1.0,Human Resources
175,Department for Business Innovation and Skills,Student Loans Company,Human Resources Division,SLC3,Business Support Manager,38380,57346,Senior HR Manager,2.0,Human Resources
176,Department for Business Innovation and Skills,Student Loans Company,Human Resources Division,SLC3,Business Support Manager,38380,57346,HR Officer,2.0,Human Resources
177,Department for Business Innovation and Skills,Student Loans Company,Human Resources Division,SLC3,Professional,29500,50005,HR Officer,2.0,Human Resources
178,Department for Business Innovation and Skills,Student Loans Company,Human Resources Division,SLC3,Business Adviser,21300,37991,HR Officer,1.0,Human Resources
179,Department for Business Innovation and Skills,Student Loans Company,Human Resources Division,SLC3,Business Adviser,21300,37991,Review Team Leader,1.0,Human Resources
180,Department for Business Innovation and Skills,Student Loans Company,Human Resources Division,SLC3,Business Adviser,21300,37991,HR Officer,6.2,Human Resources
181,Department for Business Innovation and Skills,Student Loans Company,Human Resources Division,SLC3,Business Support 2,15142,18941,HR Support Officer,5.0,Human Resources
182,Department for Business Innovation and Skills,Student Loans Company,ICR Operations Department,SLC6,Customer Manager,38380,57346,Senior Operational Manager,1.0,Operational Delivery
183,Department for Business Innovation and Skills,Student Loans Company,ICR Operations Department,SLC6,Business Adviser,21300,37991,Technical Adviser,1.0,Information Technology
184,Department for Business Innovation and Skills,Student Loans Company,ICR Operations Department,SLC6,People Manager 1,21300,37991,Review Team Leader,3.0,Operational Delivery
185,Department for Business Innovation and Skills,Student Loans Company,ICR Operations Department,SLC6,Business Adviser,21300,37991,Operations Support Officer,1.0,Operational Delivery
186,Department for Business Innovation and Skills,Student Loans Company,ICR Operations Department,SLC6,Business Support 2,15142,18941,Operations Support Officer,3.0,Operational Delivery
187,Department for Business Innovation and Skills,Student Loans Company,ICR Operations Department,SLC6,Customer Support 2,15142,18941,Operations Support Officer,20.0,Operational Delivery
188,Department for Business Innovation and Skills,Student Loans Company,ICT Business Performance & Control,SLC4,Head of Service,61913,83612,Senior Finance  Manager,1.0,Information Technology
189,Department for Business Innovation and Skills,Student Loans Company,ICT Business Performance & Control,SLC4,Professional,29500,50005,Finance Officer,1.0,Finance
190,Department for Business Innovation and Skills,Student Loans Company,ICT Business Performance & Control,SLC4,Professional,29500,50005,Finance Officer,1.0,Finance
191,Department for Business Innovation and Skills,Student Loans Company,ICT Business Performance & Control,SLC4,Business Adviser,21300,37991,Technical Adviser,2.0,Information Technology
192,Department for Business Innovation and Skills,Student Loans Company,ICT Directorate,SLC4,Head of Service,61913,83612,Senior IT Manager,1.0,Information Technology
193,Department for Business Innovation and Skills,Student Loans Company,ICT Directorate,SLC4,Head of Service,61913,83612,Senior IT Manager,1.0,Information Technology
194,Department for Business Innovation and Skills,Student Loans Company,ICT Directorate,SLC4,Senior Manager,47203,67709,Senior IT Manager,1.0,Information Technology
195,Department for Business Innovation and Skills,Student Loans Company,ICT Directorate,SLC4,Business Adviser,21300,37991,Diary Manager,1.0,Information Technology
196,Department for Business Innovation and Skills,Student Loans Company,Infrastructure,SLC4,Technology Manager,38380,57346,IT Manager,1.0,Information Technology
197,Department for Business Innovation and Skills,Student Loans Company,Infrastructure,SLC4,Technology Manager,38380,57346,IT Manager,1.0,Information Technology
198,Department for Business Innovation and Skills,Student Loans Company,Infrastructure,SLC4,Technology Manager,38380,57346,IT Manager,1.0,Information Technology
199,Department for Business Innovation and Skills,Student Loans Company,Infrastructure,SLC4,Technologist,29500,50005,Senior Analyst,1.0,Information Technology
200,Department for Business Innovation and Skills,Student Loans Company,Infrastructure,SLC4,Technologist,29500,50005,Senior Analyst,1.0,Information Technology
