,Parent Department,Organisation,Unit,Reporting Senior Post,Grade,Payscale Minimum (£),Payscale Maximum (£),Generic Job Title,Number of Posts in FTE,Professional/Occupational Group
21,Department of Health,NHS Business Services Authority,Commercial,13636203,Band 8C,54998,67805,Manager,1.0,Operational Delivery
22,Department of Health,NHS Business Services Authority,Commercial,13636203,Band 8D,65922,81618,Senior Procurement Manager,3.0,Operational Delivery
23,Department of Health,NHS Business Services Authority,Commercial,13636203,Band 9,77850,98453,Senior Operational Manager,3.0,Operational Delivery
24,Department of Health,NHS Business Services Authority,Supplier Management,13636203,Band 5,21388,27901,Personal Assistant,1.2,Operational Delivery
25,Department of Health,NHS Business Services Authority,Supplier Management,13636203,Band 5,21388,27901,Co-ordinator,2.0,Operational Delivery
26,Department of Health,NHS Business Services Authority,Supplier Management,13636203,Band 5,21388,27901,Analyst,1.0,Operational Delivery
27,Department of Health,NHS Business Services Authority,Supplier Management,13636203,Band 6,25783,34530,Analyst,2.0,Operational Delivery
28,Department of Health,NHS Business Services Authority,Supplier Management,13636203,Band 6,25783,34530,Co-ordinator,2.0,Operational Delivery
29,Department of Health,NHS Business Services Authority,Supplier Management,13636203,Band 7,30764,40558,Co-ordinator,1.0,Operational Delivery
30,Department of Health,NHS Business Services Authority,Supplier Management,13636203,Band 8B,45707,56504,Procurement Manager,1.0,Operational Delivery
31,Department of Health,NHS Business Services Authority,Supplier Management,13636203,Band 8B,45707,56504,Manager,2.0,Operational Delivery
32,Department of Health,NHS Business Services Authority,Supplier Management,13636203,Band 8C,54998,67805,Procurement Manager,1.0,Operational Delivery
33,Department of Health,NHS Business Services Authority,Supplier Management,13636203,Band 8D,65922,81618,Senior Manager,2.0,Operational Delivery
34,Department of Health,NHS Business Services Authority,Supplier Management,13636203,Band 8D,65922,81618,Senior Operational Manager,1.0,Operational Delivery
35,Department of Health,NHS Business Services Authority,Supplier Management,13636203,Band 9,77850,98453,Senior Operational Manager,1.0,Operational Delivery
36,Department of Health,NHS Business Services Authority,NHS Protect,13636205,MC01,38071,68171,Dental Officer,0.5,Operational Delivery
37,Department of Health,NHS Business Services Authority,NHS Protect,13636205,Band 3,16271,19268,Assistant,1.0,Operational Delivery
38,Department of Health,NHS Business Services Authority,NHS Protect,13636205,Band 4,18838,22016,Assistant,13.2,Operational Delivery
39,Department of Health,NHS Business Services Authority,NHS Protect,13636205,Band 5,21388,27901,Assistant,17.8,Operational Delivery
40,Department of Health,NHS Business Services Authority,NHS Protect,13636205,Band 5,21388,27901,Executive Assistant,1.0,Operational Delivery
41,Department of Health,NHS Business Services Authority,NHS Protect,13636205,Band 5,21388,27901,Analyst,11.0,Operational Delivery
42,Department of Health,NHS Business Services Authority,NHS Protect,13636205,Band 6,25783,34530,Assistant,1.0,Operational Delivery
43,Department of Health,NHS Business Services Authority,NHS Protect,13636205,Band 7,30764,40558,Technical Adviser,79.91,Operational Delivery
44,Department of Health,NHS Business Services Authority,NHS Protect,13636205,Band 7,30764,40558,Manager,1.0,Operational Delivery
45,Department of Health,NHS Business Services Authority,NHS Protect,13636205,Band 8A,39239,47088,Technical Adviser,32.81,Operational Delivery
46,Department of Health,NHS Business Services Authority,NHS Protect,13636205,Band 8A,39239,47088,Manager,2.0,Operational Delivery
47,Department of Health,NHS Business Services Authority,NHS Protect,13636205,Band 8B,45707,56504,Manager,10.0,Operational Delivery
48,Department of Health,NHS Business Services Authority,NHS Protect,13636205,Band 8C,54998,67805,Manager,6.0,Operational Delivery
49,Department of Health,NHS Business Services Authority,NHS Protect,13636205,Band 9,77850,98453,Senior Operational Manager,1.0,Operational Delivery
50,Department of Health,NHS Business Services Authority,Finance,12560502,Level 4,35868,45325,Assistant,0.81,Operational Delivery
51,Department of Health,NHS Business Services Authority,Finance,12560502,Band 1,14294,15013,Porter,3.0,Operational Delivery
52,Department of Health,NHS Business Services Authority,Finance,12560502,Band 1,14294,15013,Assistant,1.0,Operational Delivery
53,Department of Health,NHS Business Services Authority,Finance,12560502,Band 2,14294,17425,Finance Support Officer,10.61,Operational Delivery
54,Department of Health,NHS Business Services Authority,Finance,12560502,Band 2,14294,17425,Building Officer,4.0,Operational Delivery
55,Department of Health,NHS Business Services Authority,Finance,12560502,Band 3,16271,19268,Accountancy Assistant,3.0,Operational Delivery
56,Department of Health,NHS Business Services Authority,Finance,12560502,Band 3,16271,19268,Assistant,4.0,Operational Delivery
57,Department of Health,NHS Business Services Authority,Finance,12560502,Band 4,18838,22016,Administrator,6.86,Operational Delivery
58,Department of Health,NHS Business Services Authority,Finance,12560502,Band 4,18838,22016,Personal Assistant,0.87,Operational Delivery
59,Department of Health,NHS Business Services Authority,Finance,12560502,Band 4,18838,22016,Accountant,2.0,Operational Delivery
60,Department of Health,NHS Business Services Authority,Finance,12560502,Band 5,21388,27901,Accountant,0.56,Operational Delivery
61,Department of Health,NHS Business Services Authority,Finance,12560502,Band 5,21388,27901,Supervisor,5.97,Operational Delivery
62,Department of Health,NHS Business Services Authority,Finance,12560502,Band 5,21388,27901,Finance Officer,2.0,Operational Delivery
63,Department of Health,NHS Business Services Authority,Finance,12560502,Band 6,25783,34530,Finance Officer,4.0,Operational Delivery
64,Department of Health,NHS Business Services Authority,Finance,12560502,Band 6,25783,34530,Accountant,5.52,Operational Delivery
65,Department of Health,NHS Business Services Authority,Finance,12560502,Band 7,30764,40558,Manager,3.0,Operational Delivery
66,Department of Health,NHS Business Services Authority,Finance,12560502,Band 7,30764,40558,Accountant,4.6,Operational Delivery
67,Department of Health,NHS Business Services Authority,Finance,12560502,Band 7,30764,40558,Administrator,0.64,Operational Delivery
68,Department of Health,NHS Business Services Authority,Finance,12560502,Band 8A,39239,47088,Manager,3.0,Operational Delivery
69,Department of Health,NHS Business Services Authority,Finance,12560502,Band 8A,39239,47088,Accountant,2.0,Operational Delivery
70,Department of Health,NHS Business Services Authority,Finance,12560502,Band 8B,45707,56504,Accountant,1.0,Operational Delivery
71,Department of Health,NHS Business Services Authority,Finance,12560502,Band 8B,45707,56504,Manager,2.91,Operational Delivery
72,Department of Health,NHS Business Services Authority,Finance,12560502,Band 8C,54998,67805,Manager,3.0,Operational Delivery
73,Department of Health,NHS Business Services Authority,Finance,12560502,Band 8D,65922,81618,Senior Operational Manager,1.0,Operational Delivery
74,Department of Health,NHS Business Services Authority,People and Organisational Development,13636096,Band 2,14294,17425,Assistant,2.43,Operational Delivery
75,Department of Health,NHS Business Services Authority,People and Organisational Development,13636096,Band 3,16271,19268,Administrator,19.8,Operational Delivery
76,Department of Health,NHS Business Services Authority,People and Organisational Development,13636096,Band 4,18838,22016,Analyst,0.84,Operational Delivery
77,Department of Health,NHS Business Services Authority,People and Organisational Development,13636096,Band 4,18838,22016,Assistant,1.6,Operational Delivery
78,Department of Health,NHS Business Services Authority,People and Organisational Development,13636096,Band 4,18838,22016,Co-ordinator,2.72,Operational Delivery
79,Department of Health,NHS Business Services Authority,People and Organisational Development,13636096,Band 5,21388,27901,Adviser,3.0,Operational Delivery
80,Department of Health,NHS Business Services Authority,People and Organisational Development,13636096,Band 5,21388,27901,Executive Assistant,1.0,Operational Delivery
81,Department of Health,NHS Business Services Authority,People and Organisational Development,13636096,Band 5,21388,27901,Manager,2.0,Operational Delivery
82,Department of Health,NHS Business Services Authority,People and Organisational Development,13636096,Band 6,25783,34530,Adviser,11.6,Operational Delivery
83,Department of Health,NHS Business Services Authority,People and Organisational Development,13636096,Band 6,25783,34530,Co-ordinator,1.0,Operational Delivery
84,Department of Health,NHS Business Services Authority,People and Organisational Development,13636096,Band 7,30764,40558,Adviser,1.0,Operational Delivery
85,Department of Health,NHS Business Services Authority,People and Organisational Development,13636096,Band 7,30764,40558,Manager,2.57,Operational Delivery
86,Department of Health,NHS Business Services Authority,People and Organisational Development,13636096,Band 8A,39239,47088,Manager,1.8,Operational Delivery
87,Department of Health,NHS Business Services Authority,People and Organisational Development,13636096,Band 8B,45707,56504,Manager,11.2,Operational Delivery
88,Department of Health,NHS Business Services Authority,People and Organisational Development,13636096,Band 8C,54998,67805,Manager,3.0,Operational Delivery
89,Department of Health,NHS Business Services Authority,People and Organisational Development,13636096,Band 8D,65922,81618,Manager,0.6,Operational Delivery
90,Department of Health,NHS Business Services Authority,Operational Services,13636205,MC02,70086,82580,Adviser,13.5,Operational Delivery
91,Department of Health,NHS Business Services Authority,Operational Services,13636205,Level 1A,16937,21846,Clerical Worker,11.65,Operational Delivery
92,Department of Health,NHS Business Services Authority,Operational Services,13636205,Level 1B,22542,26119,Clerical Worker,109.56,Operational Delivery
93,Department of Health,NHS Business Services Authority,Operational Services,13636205,Level 2,26633,30481,Adviser,4.81,Operational Delivery
94,Department of Health,NHS Business Services Authority,Operational Services,13636205,Level 2,26633,30481,Manager,4.87,Operational Delivery
95,Department of Health,NHS Business Services Authority,Operational Services,13636205,Level 3,31082,35173,Administrator,1.0,Operational Delivery
96,Department of Health,NHS Business Services Authority,Operational Services,13636205,Level 3,31082,35173,Adviser,4.35,Operational Delivery
97,Department of Health,NHS Business Services Authority,Operational Services,13636205,Level 3,31082,35173,Manager,1.0,Operational Delivery
98,Department of Health,NHS Business Services Authority,Operational Services,13636205,Level 4,35868,45325,Adviser,3.55,Operational Delivery
99,Department of Health,NHS Business Services Authority,Operational Services,13636205,Level 5,46233,60889,Adviser,0.54,Operational Delivery
100,Department of Health,NHS Business Services Authority,Operational Services,13636205,Band 1,14294,15013,Assistant,20.72,Operational Delivery
101,Department of Health,NHS Business Services Authority,Operational Services,13636205,Band 1,14294,15013,Building Officer,1.07,Operational Delivery
102,Department of Health,NHS Business Services Authority,Operational Services,13636205,Band 1,14294,15013,Clerical Worker,691.85,Operational Delivery
103,Department of Health,NHS Business Services Authority,Operational Services,13636205,Band 1,14294,15013,Porter,9.8,Operational Delivery
104,Department of Health,NHS Business Services Authority,Operational Services,13636205,Band 2,14294,17425,Clerical Worker,565.98,Operational Delivery
105,Department of Health,NHS Business Services Authority,Operational Services,13636205,Band 3,16271,19268,Administrator,211.82,Operational Delivery
106,Department of Health,NHS Business Services Authority,Operational Services,13636205,Band 4,18838,22016,Analyst,28.05,Operational Delivery
107,Department of Health,NHS Business Services Authority,Operational Services,13636205,Band 4,18838,22016,Accountant,1.0,Operational Delivery
108,Department of Health,NHS Business Services Authority,Operational Services,13636205,Band 4,18838,22016,Co-ordinator,4.76,Operational Delivery
109,Department of Health,NHS Business Services Authority,Operational Services,13636205,Band 4,18838,22016,Supervisor,2.0,Operational Delivery
110,Department of Health,NHS Business Services Authority,Operational Services,13636205,Band 4,18838,22016,Administrator,30.1,Operational Delivery
111,Department of Health,NHS Business Services Authority,Operational Services,13636205,Band 5,21388,27901,Analyst,12.0,Operational Delivery
112,Department of Health,NHS Business Services Authority,Operational Services,13636205,Band 5,21388,27901,Administrator,4.0,Operational Delivery
113,Department of Health,NHS Business Services Authority,Operational Services,13636205,Band 5,21388,27901,Executive Assistant,2.0,Operational Delivery
114,Department of Health,NHS Business Services Authority,Operational Services,13636205,Band 5,21388,27901,Manager,94.07,Operational Delivery
115,Department of Health,NHS Business Services Authority,Operational Services,13636205,Band 6,25783,34530,Analyst,22.63,Operational Delivery
116,Department of Health,NHS Business Services Authority,Operational Services,13636205,Band 6,25783,34530,Manager,8.0,Operational Delivery
117,Department of Health,NHS Business Services Authority,Operational Services,13636205,Band 6,25783,34530,Technical Adviser,10.0,Operational Delivery
118,Department of Health,NHS Business Services Authority,Operational Services,13636205,Band 7,30764,40558,Analyst,22.2,Operational Delivery
119,Department of Health,NHS Business Services Authority,Operational Services,13636205,Band 7,30764,40558,Manager,39.8,Operational Delivery
120,Department of Health,NHS Business Services Authority,Operational Services,13636205,Band 7,30764,40558,Technical Adviser,29.23,Operational Delivery
121,Department of Health,NHS Business Services Authority,Operational Services,13636205,Band 8A,39239,47088,Manager,29.93,Operational Delivery
122,Department of Health,NHS Business Services Authority,Operational Services,13636205,Band 8B,45707,56504,Manager,14.53,Operational Delivery
123,Department of Health,NHS Business Services Authority,Operational Services,13636205,Band 8C,54998,67805,Manager,3.0,Operational Delivery
124,Department of Health,NHS Business Services Authority,Operational Services,13636205,Band 8D,65922,81618,Senior Operational Manager,13.0,Operational Delivery
125,Department of Health,NHS Business Services Authority,Operational Services,13636205,Band 9,77850,98453,Senior Operational Manager,1.0,Operational Delivery
